Incident Number,incident Title,Incident Classificatioin,Date of Incident,Time of Incident,Date of Report,Site,Area,Unit,Detail,Work Group,Description,Incident Type A,Incident Type B,Incident Type C,Incident Type D,Investigation leader - Name,Investigation leader - Position,Incident Classified by - Name,Incident Classified by - Position,Investigation Acceptor/Approver (Owner) - Name,Investigation Acceptor/Approver (Owner)- Position,Approval Date,Close out Approval - Name,Close out Approval - Position,Close out Date,What happened?  ,What was the outcome?,Incident Classification,What was the worst outcome that could reasonably be expected to have happened?,Health & Safety Incident - Classification,Health & Safety - Risk Score,Health & Safety  - Consequence,Health & Safety - Likelihood,Environment & Reputation - Incident Classification,Environment & Reputation - Risk Score,Environment & Reputation  - Consequence,Environment & Reputation - Likelihood,Financial Cost & Business - Incident Classification,Financial Cost & Business Interruption - Risk Score,Financial Cost & Business Interruption  - Consequence,Financial Cost & Business Interruption - Likelihood,How did the incident occur
MR-7185C38ED6,,,2023-12-22,16:00,2024-01-17,MC,736,A(Thunder Hawk),,Marine & Logistics,LIFTING DEVICE,Loss Event,Business Interruption & Cost,Equipment Damage,,SYN-159d57,Production Foreman,SYN-d4f8de,Marine Coordinator,SYN-2c8ec8,Operations Superintendent,2024-02-11,SYN-c8226f,Operations Superintendent,2025-01-07,"Murphy's Thunder Hawk (FPU) is a four column, semi-submersible production platform
and is moored in position by means of a mooring system anchored to the ocean floor
and held in place by driven anchor piles. The mooring arrangement comprises twelve
lines arranged as groups of three on each of the four FPU columns. Each mooring line
consists primarily of polyester line with an anchor chain section and a vessel chain
section. The anchors consist of driven anchor piles. A fairlead for each line is
located on the FPU column. Each mooring line is tensioned via Rolls Royce
electric/hydraulic mooring winches (windlass), located at the top of the four hull
columns. Each Rolls Royce winch consists of three winch drums, connected to a single
drive unit. Each windlass is capable of applying the necessary maximum pretension to
its mooring line and each has an integral chain stopper that ratchets during
retrieve. During pay out of the mooring line, the stopper is open and the tension is
retained by the winch. A turndown sheave integral into the windlasses directs the
chain into a chain locker.
On 22 December 2023 Murphy's Thunder Hawk FPU was on location undergoing final stages of
installation with all 12 mooring lines attached and in place. During construction
stretch removal (CSR) of mooring line #10, while in the process of relieving the
tension on the #10 windlass, the windlass frame failed causing the sprocket to
misalign and the chain to pay out, dropping the #10 mooring line and chain to the
seafloor. Due to the fact that mooring line number 10 was paying out at the time of
the incident, the chain stop was disengaged and unable to arrest the chain's
deployment. The collapse resulted in the loss of mooring line number 10 to the
seabed and the windlass units for lines 11 and 12 being damaged and inoperable. The
frame failure happened under a 410-430 ton load, with a design load of 544 tons.","Reported as damage over $25,000. Estimated property damage $1,000,000.",,,,,,,,,,,,,D,,
MR-CCA4644FC7,,Serious Incident,2023-12-22,15:30,2023-12-31,SS,358,,,Well Services,LIFTING,Loss Event,,,,SYN-5079a7,HSE Advisor,SYN-d580b6,Operations Superintendent,SYN-2c6c94,Facility Engineer,2024-01-20,SYN-52da16,HSE Advisor,2024-04-10,"On December 22, 2023, a crane incident occurred during operations for the operator,
Magnum Hunter Production, Inc, located at Ship Shoal Block 358 “A” OCS–G19822. The
Crane Operator was lowering a Conex box from the platform to a supply vessel when a
pendent line caught the boom connector section and caused significant damage to the
heel section of the boom. There were no injuries reported at the time of the
incident.
On the afternoon of December 22, 2023, at approximately 15:30 hours, the Seatrax Crane
Operator was transferring a 6-by-6-by-6-foot Conex box from the supply vessel, John
Harville, to the platform. The Conex box contained cases of drinking water and
weighed approximately 3,000 pounds. Prior to commencing work, the crew which
consisted of a crane operator and the rigger / signal person completed a Job Safety
Analysis on the lift that was to be performed. All documents were reviewed and signed
by the crew. A Seatrax S100P temporary crane was used to lift the Conex box from the
supply vessel to the platform. During the lift, the Crane Operator boomed up to a
high angle in order to place the Conex box close to the galley door. The Crane
Operator and Rigger / Signal Person were unaware that the pendant line on the right
side of the boom fell to the side of the boom frame. Once the Conex box was emptied,
the Crane Operator proceeded to hoist and swing the container to load back onto the
supply vessel. While the Crane Operator was booming down, the pendant line snagged on
a bolt in the flange connecting the heel and mid-section of the boom. The more the
Crane Operator boomed down, the tighter the pendant line became until it finally
twisted the boom. The Crane Operator set the Conex box on the deck of the supply
vessel then proceeded to boom up when he noticed the boom was twisted. He stopped the
operation, then exited the crane cab to inspect the damage. No other equipment was
damaged, and the crane was tagged out of service until a replacement boom could be
delivered.
The Bureau of Safety and Environmental Enforcement (BSEE) investigation team conducted
the initial onsite investigation on December 28, 2023. The team took photographs,
interviewed personnel and collected documentation. The investigation team learned
that the Seatrax S100 temporary crane was installed on September 23, 2023. All
documents and certifications were on the facility once the initial install and rig up
was complete. The Crane Operator stated in an interview that he was has been employed
with Seatrax since July 2019 and is a certified crane operator with numerous years of
experience operating various types of cranes. The Crane Operator also stated that he
lifted the Conex box from the supply vessel onto the platform positioning it next to
the galley using the fast line. Once unloaded, the Crane Operator hoisted up and
swung the container over the handrail to place it back onto the supply vessel. After
clearing the handrail, the Crane Operator proceeded to lower the container with the
fast line and boom down simultaneously, unaware that the right pendant line had fallen
to the side of the boom frame. He landed the container on the deck of the supply
vessel safely and proceeded to boom up when he noticed the boom was bent. He stopped
and shut down the crane and exited the cab to inspect the damage.
According to the Seatrax erection procedure for the S100P portable crane, the pendant
lines were connected to the boom and crane gantry at the time of the crane
installation. There are two sets of pendant lines consisting of 1-3/8” cables. The
first set is approximately 44.5 feet long and connected to the second set which is
approximately 38.5 feet long. The Seatrax erection procedure states that the pendant
lines are to remain attached after rig-up to serve as a secondary retention when there
is no boom rest. There are no safety devices in place to keep both pendant lines from
falling on the outside of the boom perimeter while it is in use. This crane was in
operation approximately 2 months making numerous lifts, without having any issues.
Since this incident, Seatrax has revised their S100P Portable Crane erection procedure
by eliminating the step of leaving the pendant lines attached after the installation
is complete.",There were no injuries reported at the time of the incident.,Serious Incident,,Serious Incident,20,D,5,,,,,,,B,,
MR-C350609AFC,,Incident,2023-12-27,19:45,2024-01-13,AC,857,A(Perdido),H&P 205,Maintenance,LIFTING DEVICE,Loss Event,Environment & Reputation,Loss of Containment,,SYN-2f3c69,Production Foreman,SYN-04fd4f,Facility Engineer,SYN-b5fac5,Marine Coordinator,2024-01-25,SYN-b95869,Marine Coordinator,2025-05-03,"-
Incident occurred on 27 December 2023 at AC 857 operated by Shell. Estimated spill
was 144BBLS. The JSA dated December 28, 2023, titled Transferring mud from reserve
pit to active pits utilized for the mud transferring operation during the time of
incident occurring on December 27, 2023, does not make any mention for a procedure
assuring the proper alignment of all dump valves on the mud pits after they were
cleaned and before they were refilled.
Not all persons responsible for opening and closing the mud pit valves had signed
the JSA for the mud transferring operation.
The JSA was not properly completed or executed due to incorrect date when the
document was generated. Date Generated indicates 2-12-2014; the incident occurred 2-
11-2014 during the JSA applicable operation.
The JSA was not properly completed or executed due to all personnel performing the
job tasks during the time of incident failed to review the proper Lock Out/ Tag Out
safety steps to be taken in order to properly identify the #3 Dump Valve was still in
the open position as also documented in the H&P LO/TO/TRY Record Sheet.
The Lessee failed to properly gather a sample for the Static Sheen Test at the
correct sample location prior to releasing pit fluids to gulf waters during the pit
cleaning operation. Samples were gathered from the #4 Auxiliary Tank and the Trip
Tank, but not the #3 Active Pit. The Dump Valve on the #3 Active Pit was utilized to
discharge the pit fluids into the gulf waters. The #4 Auxiliary Tank was utilized in
order to pre-stage the washing fluid for cleaning purposes.",Reported as a pollution release.,Incident,,Incident,6,C,2,,,C,,,,,,
MR-7902EAA81E,,,2024-01-13,12:40,2024-02-02,HI,A 442,A,,Well Services,LIFTING DEVICE,Loss Event,Health & Safety,Injury TLI,,SYN-e3a63d,Production Foreman,SYN-6b61cd,HSE Advisor,SYN-ac2029,Operations Superintendent,2024-02-17,SYN-1c8e18,HSE Advisor,2024-05-01,"On January 13, 2024 at approximately 1240 hours, a contract employee sustained a
minor injury at Black Elk Energy's High Island A442 A facility. The Injured Party
(IP) had finished applying silicone caulk around a newly installed window air
conditioning unit and was descending a 4' step ladder when he lost his footing
(slipped). When the IP fell, he landed on a lifting pad eye on the potable water
skid which was adjacent to the 4' step ladder. The IP struck the left side of his
ribs on the lifting pad eye. The IP was working without assistance and no witnesses
were present. The IP stated he felt fine with no pain or discomfort and did not need
to go in for medical evaluation.
On January 17, 2024 the IP reported that he sneezed hard twice, which caused
discomfort and a grinding sensation in his left ribcage.
On January 18, 2024 the IP was flown in for medical evaluation at Cameron Memorial
Hospital. X-rays determined the IP's ribs were bruised but not broken. The IP's
work schedule is 14 days on and 14 days off. The IP went home to recuperate and did
not return to work for the remainder of his 14 day work schedule, resulting in a lost
time accident (LTA) of 8 days.","The IP went home to recuperate and did not return to work for the remainder of his 14 day work schedule, resulting in a lost time accident (LTA) of 8 days.",,,,,,,,,,,,,,,
MR-41B9B8EF34,,,2024-01-26,08:55,2024-01-31,SS,114,,* LIFT BOAT,Maintenance,LIFTING,Loss Event,Health & Safety,Injury TLI,,SYN-6964c2,Facility Engineer,SYN-f0312a,Marine Coordinator,SYN-0ebb98,Facility Engineer,2024-02-27,SYN-fc2e57,HSE Advisor,2024-05-10,"On January 26, 2024, an incident occurred while Stone Energy Corporation was attempting
to plug and abandon (P&A) well # 44 in Ship Shoal 114 field using a dive operation. A
diver suffered significant injuries to the fingers on his right hand, while attempting
to maneuver a casing over a wellhead underwater. The diver was transported to the
dock via crew boat, then to the hospital for further evaluation and treatment.
Stone Energy contracted Epic Companies to assist in the P&A process of well # 44.
This well was knocked over and damaged during Hurricane Elena in 1985. Well # 44 is a
surface well in approximately 52 feet of water and was previously abandoned in January
1989. The multiphase P&A operations are still on going. This first phase required
excavation activities so they could reach the 45 degree bend of the well. Stone
Energy estimated the bend to be at 65 feet below the original mudline. The excavation
resulted in the removal of 180,000 cubic feet of sediment, resulting in a hole
approximately 120 feet in diameter by 20 foot deep. The second phase of the P&A
operation required two liftboats to be on location. Liftboats, Ram 18 and Ram 19 were
on location to assist in the second phase of the operation, which required their
cranes and deck space for equipment. The approved second phase of the procedure
called for a 105 foot long by 60 inch diameter casing to be placed over the damaged
well head below the mudline using the two cranes from both liftboats. Once the 60
inch casing was stabbed over the existing 9.625 inch wellhead, 13.375 inch, 20 inch,
36 inch and 48 inch casings, the goal was to bend back the well upright in its
original vertical position.
On the morning of January 26, 2024, the weather conditions were clear and the Gulf of
Mexico was calm. The wind was blowing from the West at 12 miles per hour and the sea
state was consistently at two feet. Prior to commencing work, a Job Safety and
Environmental Analysis (JSEA) was reviewed and signed by the crew. The crew consisted
of a Dive Supervisor, two Divers, one Lead Dive Tender, three Dive Tenders, two Crane
Operators and a Health Safety and Environmental (HSE) representative. The morning
operations first began by lowering the 105 foot by 60 inch casing into the water with
the two cranes. At approximately 07:28 a.m., one diver positioned himself in the
diving bell while the other diver stood by waiting on the deck. The diver was lowered
into the water by the diving bell which was located near the bow of the liftboat Ram
18. He was being lowered into the water to help position the 60 inch casing over the
wellhead. The diver was able to help position the casing over the wellhead by
straddling the casing, visually inspecting, and communicating the casing positioning
to the Lead Dive Tender through his dive helmet intercom. The Lead Dive Tender would
then relay the positioning of the casing to the Crane Operator so that he could make
adjustments as needed.
An hour and twenty minutes into the crane and dive operations, the 60 inch casing was
guided over the 9.625 inch wellhead, 13.375 inch, and 20 inch pipe without any issues.
When the casing swallowed the 36 inch pipe, the diver began to slip to one side and
he reacted by reaching forward with his gloved right hand. As he reached forward, he
grabbed the lip of the 60 inch casing. At the same time, the casing shifted
unexpectedly causing his fingers to be mashed between the 36 inch and 60 inch casing.
He immediately notified his Dive Supervisor through the intercom that his fingers were
mashed and blood was coming from his glove. The Dive Supervisor notified the standby
diver to prepare for a rescue dive and he then asked the injured diver if he could
return to the diving bell without assistance. The injured diver responded by saying
yes and then entered the diving bell so that he could be hoisted up. Before he could
be hoisted up to the surface, a two minute water stop was required so that his body
could decompress. After completing the stop, the bell was hoisted to surface and a
Stop Work Authority (SWA) was issued. The diver’s equipment was removed, bandages
were applied and he was placed in a Hyperbaric Chamber to finish the surface
decompression. The diver suffered an amputation of the right index finger and the
finger was kept on ice until he arrived at the hospital. Upon exiting the chamber,
the right hand was re-dressed with fresh bandages and medication was administered.
Since the diver could not be airlifted due to his recent decompression, he was placed
on a crew boat and sent to shore for further medical treatment. The crew boat ride
lasted 2 hours and 40 minutes.
The Bureau of Safety and Environment Enforcement (BSEE) investigation team conducted
the initial onsite investigation on January 31, 2024. The team collected evidence, and
interviewed all personnel that were involved. Documentation showed that there was
only one diver in the water while this operation was taking place. At the time of the
incident, the 105 foot by 60 inch casing was suspended from the crane by two welded
padeyes approximately 10 foot from each end of the casing. According to
documentation, the diver straddled the casing near its end so he could see and relay
information back to the Lead Dive Tender. The Lead Dive Tender would then relay to
the Crane Operator how to move the casing. While attempting to visually guide the
casing into place, the diver slipped and when he put his hand down to catch himself,
he grabbed the lip of the 60 inch casing. At this time a sea swell caused the casing
to shift and smashed the diver’s fingers on his right hand.
Since the incident, the operator has developed a Safe Work Plan and has discussed this
plan with their crew. Plan one discusses an option of using a Remotely Operated
Vehicle (ROV) which would eliminate the use of a diver to be present. A second plan
discusses if a diver is needed, a type of hand hold would be fabricated on the casing
and reinforce the importance of hand and body placement in the Safety Meetings and
JSEA.",The diver suffered an amputation of the right index finger and the finger was kept on ice until he arrived at the hospital.,,,,,,,,,,,,,,,
MR-B3AD0B3EFA,,Incident,2024-02-15,12:48,2024-03-01,SS,204,A,,Marine & Logistics,LIFTING DEVICE,Loss Event,Environment & Reputation,Loss of Containment,Gas/Vapour Release,SYN-99d6ab,Maintenance Supervisor,SYN-c02646,Maintenance Supervisor,SYN-ec56c8,Maintenance Supervisor,2024-04-27,SYN-711d7d,HSE Advisor,2024-03-28,"While conducting P/A operations on well SS 204 A-13, Apache's contractor Tetra was
using CTS to wash a sand bridge from the wellbore. During these operations, Tetra
personnel observed a casing patch on the 13.375"" x 26"" DP was leaking oil. At 1030
hrs, CTS rigged down CT injector head and wash assembly. At 1045 hrs, the casing
patch began blowing gas. Non-essential personnel were evacuated to SS 207A.",Reported as a pollution release and a shutdown following a gas release.,Incident,,Incident,8,D,2,,,C,,,,,,
MR-DC4BC2DE35,,Serious Incident,2024-02-27,21:18,2024-03-06,VR,408,A,,Drilling,LIFTING DEVICE,Loss Event,Health & Safety,Injury Minor,Combustion,SYN-31fdbd,Operations Superintendent,SYN-834fb4,Facility Engineer,SYN-d34fd2,HSE Advisor,2024-04-18,SYN-1b441a,HSE Advisor,2025-10-01,"At approximately 9:18 pm, platform personnel heard a popping noise. Operator opened
the living quarters door and saw flames shooting up from the production deck
downstairs. Personnel sounded the alarm and activated ESD system. (Platform was
already shutting in on TSE). Personnel started down the stairway, having to use fire
extinguisher along the way. Once downstairs, personnel noticed that fire was
originating from pipeline pump skid. Lead operator started fighting fire in skid with
chemical extinguishers. Other personnel were gathering extra extinguishers at the
same time and started helping lead operator. Once fire was under control, platform
personnel contacted VR 369 to send the boat. Upon arrival of the boat, all
unessential personnel were instructed to board the vessel and stand by. Platform
personnel pulled fire hose from boat to the pipeline pump skid and sprayed pumps with
firewater until equipment was satisfactorily cooled down. Personnel then secured
platform, boarded the boat and traveled to VR 369 for the remainder of the night.","The incident resulted in restricted work or job transfer for more than 3 days. Reported as a fire and a pollution release. The facility was evacuated. Estimated property damage $350,000.",Serious Incident,,Serious Incident,12,D,3,,,C,,,,C,,
MR-541F35DCD3,,Serious Incident,2024-03-17,08:00,2024-03-23,WD,40,B,,Maintenance,LIFTING DEVICE,Loss Event,Business Interruption & Cost,Equipment Damage,Combustion,SYN-12300c,HSE Advisor,SYN-bcf0b6,Operations Superintendent,SYN-781b93,Production Foreman,2024-04-04,SYN-23ecce,Facility Engineer,2026-02-04,"On March 17, 2024, at approximately 0900 hours, on Apache Corporation's (Apache's)
Lease OCS-G 01072, West Delta Block 40, B Platform, a fire occurred on a Nitrogen
(N2) Unit during the hot refueling process of a diesel fuel tank. Hot fueling meant
that the diesel fuel tank was filled while the engine was running. A third party
contract company was contracted to inject (N2) through a pipeline. This operation
required the use of an Electronic Injection Diesel-Caterpillar C15 400 HP (2000 RPM)
engine, which ran the hydraulic pumps that in turn drove the entire Unit. The
contract employee stated he finished filling diesel into the main diesel tank, closed
all valves to the main diesel tank and walked inside for a short period of time when
he heard the unit making unusual noises. He proceeded outside where he observed the
engine on fire and he activated the Emergency Shutdown Devise (ESD). Five (5) 30 lb
fire extinguishers and one (1) 125 lb wheel unit were dispensed to fight the fire.
All attempts to extinguish the fire were unsuccessful, and the three personnel
evacuated the platform by a field boat. Apache's field operations contacted three (3)
utility boats that were located in the field to assist in extinguishing the fire. At
approximately 0915 hours, the fire was extinguished by the assisting boats. There
were no injuries or pollution as a result of the incident.",There were no injuries or pollution as a result of the incident.,Serious Incident,,Serious Incident,12,D,3,,,,,,,C,,
MR-EA88A8AFAE,,,2024-03-28,03:10,2024-04-06,,,A-Lena CT,,Well Services,LIFTING DEVICE,,,,,SYN-e93b37,Marine Coordinator,SYN-e48694,Maintenance Supervisor,SYN-016529,Operations Superintendent,2024-05-03,SYN-d10050,Maintenance Supervisor,2025-05-10,"At approximately 0015 hours on 28 March 2024, the platform Operator shut-in the MC 280
A Platform by the platform's Emergency Shutdown System (ESD) due to a gas release.
Although the platform was shut down and isolated, the venting continued. It was
determined that the gas release was located in the wellbay, resulting in activation
of the wellbay deluge system. The initial investigation revealed that the release
was a result of a ruptured braided steel hose on the relief side of a pressure safety
valve (PSV) protecting the gas lift injection line to the well. The PSV had an
apparent malfunction which caused the valve to open but not reset. At approximately
0330 hours, the venting had subsided enough to allow personnel to safely enter the
wellbay and close the A-35 well production casing valve which stopped the release.
All personnel on board reported to the primary muster station where the situation was
monitored. There were no injuries or damage as a result of the incident.",There were no injuries or damage as a result of the incident.,,,,,,,,,,,,,A,,
MR-3E1B346961,,Incident,2024-04-24,13:00,2024-05-08,GC,652,,GSF C.R. LUIGS,Production Operations,LIFTING DEVICE,Loss Event,Environment & Reputation,Loss of Containment,,SYN-a3f405,Facility Engineer,SYN-3abfdb,HSE Advisor,SYN-a27a3b,Marine Coordinator,2024-05-14,SYN-f5c986,Maintenance Supervisor,2027-09-26,"At approximately 1220 hours, while casing was being run in the well, the Derrickman
was in the process of emptying water from the mixing tanks in the sack room through
an overboard drain line in order to repair a leaking pipe. As the casing was run it
was being filled with mud through the mud mix line. Mud losses were observed while
running the casing, which is typical. Once the casing was set in the slips the mud
losses continued, which is not typical.
The mud pit room was contacted and reported that no change was made to the valve
line-up for the mud system. The slip joint was checked for leakage and none was
found. When checking the GOM waters for signs of Synthetic Base Mud (SBM) discharge,
it was discovered to be coming from the water drain line for the mixing tanks located
on the port side of the rig. At 1300 hours, the pipe was isolated and the discharge
ceased. It was calculated that 56 barrels of SBM was lost. The fluid was 58 percent
synthetic base oil which equates to approximately 32.5 barrels of pollutant material.
The volume was determined by the rig pit monitoring system, the Halliburton Mud
Logging Unit, and strapping the mud pits.
It was later discovered that during this time the cementer had opened another valve
on the drain line for the mixing tanks in order to drain them of water but neglected
to close a valve on the quick fill line used to fill the casing with mud while being
run. The tanks were being drained in preparation for a cement job on the casing
being run. The quick fill line connects to the drain line for the mixing tank and
allowed mud to enter the overboard drain line spilling into GOM waters.",Reported as a pollution release.,Incident,,Incident,8,D,2,,,C,,,,,,
MR-2B8915895B,,Serious Incident,2024-04-29,14:05,2024-05-31,SM,130,A,,Maintenance,LIFTING,Loss Event,,,Combustion,SYN-cd337a,Production Foreman,SYN-c603d6,HSE Advisor,SYN-51ff25,Operations Superintendent,2024-06-16,SYN-4b2366,Production Foreman,2025-01-02,"On April 29, 2024, at approximately 1405 hours, a small fire occurred on Talos ERT
LLC (Talos) LP’s OCS-G02280 South Marsh Island (SM) 130 A Facility. During welding and
cutting operations, a small fire occurred on the thief hatch located on the ABJ-310
Dry Oil Tank. The flame was extinguished with no damage to the tank or injury to
personnel.",Reported as a fire.,Serious Incident,,Serious Incident,12,D,3,,,,,,,,,"Sequence of Events:
On April 29, 2024, a Danos construction crew was in the process of installing a PAT-
300 Water Injection Pump on the top deck at SM-130 A, which included welding and
cutting operations. Fire-retardant blankets were hung between the PAT-300 Water
Injection Pump and the ABJ-310 Dry Oil Tank which were approximately 7 feet apart. The
oil level in the ABJ-310 Dry Oil Tank was dropped to approximately 200 barrels which
has a 2000-barrel capacity. The ABJ-310 Dry Oil Tank was isolated by closing all inlet
valves from the NBK-300 Bulk Oil Treater. As the welder began cutting the grating
clips, the downstairs fire watch observed a flame coming from the thief hatch on the
ABJ-310 Dry Oil Tank. The fire was extinguished utilizing a 30# dry chemical
extinguisher. There was no damage to the facility or injuries to personnel due to this
incident.
BSEE INVESTIGATION:
On April 29, 2024, the Bureau of Safety & Environmental Enforcement (BSEE) Lafayette
District (LD) Accident Investigator (AI) received a phone call notification of a small
fire that occurred on Talos’s SM 130 A Facility. The AI requested additional
information pertaining to the incident such as the Job Safety Analysis (JSA),
statements and other relevant documents from Talos.
The BSEE LD AI conducted an onsite investigation at SM -130 A on May 1, 2024.
BSEE conducted interviews with the personnel involved with the construction operation.
The JSA for the operation contained checked off boxes labeled Hot Work which stated
the following, “I confirm flammable material have been removed or isolated”, “A gas
test has been completed”, and “Gas will be monitored continuously”. The boxes were
checked off, but according to personnel interviewed, gas readings were taken near the
PAT-300 Water Injection Pump but had not been taken near the thief hatch on the ABJ-
310 Dry Oil Tank prior to hot work commencing and/or during the hot work operation.
The JSA included not tarping properly to catch all flying debris, which was located in
the Prepping Area for the Hot Work section in the JSA.
The JSA identified Energy Isolation and Lockout/Tagout but the lessee failed to lock
or tag any valves associated with the ABJ-310 Dry Oil Tank. The ABJ-310 Dry Oil Tank
was isolated by closing all inlet valves from the NBK-300 Bulk Oil Treater but failed
to lock and tag the valves as per the Talos Lockout / Tagout procedure - 7.3.5
Isolation of Various Systems. Also, as per the Talos Lockout / Tagout procedure, a
single closed valve is not an acceptable isolation for potentially hazardous systems
in the vicinity of the vessel entry and/or hot work, except when the
facility/equipment is shut in and all pressures have been bled to atmospheric
pressure. Insertion of blinds/skillets isolating the source is the preferred method.
There were no blinds/skillets installed during the welding operation nor was the ABJ-
310 Dry Oil Tank isolated properly as per the mentioned policy. The ABJ-310 Dry Oil
Tank outlet valves were not locked or tagged as per the Talos Lockout / Tagout
procedure - 7.3.5 Isolation of Various Systems during welding operations either
The fire-retardant blankets were not in place when BSEE arrived on location, however
Talos provided BSEE with photographs showing the locations of the blankets. Based on
those photographs, the blankets were not located in a way that protected the thief
hatch.
Prior to the start of construction operations at SM -130 A, construction supervision
had previously identified a potential for hydrocarbon accumulation near the ABJ-310-
Dry Oil Tank thief hatch. Mitigations were to include installation of a tapped blind
installed on the ABJ-310 Dry Oil Tank to replace the thief hatch and installing a hose
to vent the hydrocarbon accumulation to a safe area. Neither of these mitigations were
completed prior to the hot work commencing.
During the BSEE investigation, it was discovered that the lessee failed to identify
the potential for hydrocarbons to enter the ABJ-310 Dry Oil Tank from the ABJ-320 Wet
Oil Tank through a common vent line. The ABJ-320 Wet Oil Tank was in service during
welding operations.
CONCLUSION:
The Danos construction crew failed to provide adequate protection from sparks and slag
when welding and cutting near the ABJ-310 Dry Oil Tank. The flame ignited due to the
fire-retardant blankets failing to provide sufficient protection allowing slag to
contact combustible vapers venting from the thief hatch."
MR-95D3A0DF89,,Incident,2024-05-24,02:50,2024-06-08,KC,291,,SEADRILL WEST SIRIUS,Maintenance,LIFTING DEVICE,Loss Event,Environment & Reputation,Loss of Containment,,SYN-b3c3ae,Production Foreman,SYN-c6d6cf,Operations Superintendent,SYN-7603ba,Maintenance Supervisor,2024-06-28,SYN-638591,HSE Advisor,2025-03-07,"On May 24, 2024, at approximately 0200 hours, on Devon Energy Production Company,
L.P.'s Lease OCS-G 19545, Keathley Canyon 291 Well# 1 Seadrill West Sirius rig, 223.3
barrels (bbl) of Rheliant Synthetic Based Whole Mud (RSBM) was unintentionally
discharged into the Gulf of Mexico (GOM). The RSBM consisted of 46% (102.72 bbl)
RheliantTM System mixture. This discharge was a result of an incorrect valve lineup
on the hydraulic supply to the Diverter Control Unit (DCU).
Additionally, it is noted that prior to discovering this incorrect valve line-up,
returns were lost during cementing operations on this well as the 13 5/8""
intermediate casing was being run and subsequently cemented. At no time during these
operations was there any evidence that the trip tank was not being properly
monitored. Following hanging off the 13 5/8"" casing into the wellhead, however,
losses from the trip tank should have stopped. Upon additional inspection, the
problem was identified to be the sealing element on the telescopic slip joint. The
trip tank circulating pump was shut off and the fluid level in the slip joint was
allowed to fall just below the leaking element. The flow from the leaking element
ceased at 0300 hour on 5-28-09.",Reported as a pollution release.,Incident,,Incident,8,D,2,,,C,,,,,,
