Incident Number,Cause number,Cause Description,Cause type,Risk Management Cause,Human Factors  Cause, Failed PSM Framework Element
NS-3E3D017B45,3,The probable causes of the accident are as follows: The inspection of the Dril-Quip S-60/Multi Thread Connectors indicates that the Anti- Rotation Vertical Slot Keys were improperly installed . The Anti- Rotation Vertical Slot Keys when properly installed provide significant torsional resistance to assist in maintaining connector preload when subjected to open water environmental conditions. Most of the Anti-Rotation Slot Keys were not driven deep enough into the slot of the pin end to achieve full engagement. Many were less than half engaged. This is particularly apparent upon Dril-Quips inspection of the pin of joint number 11 and the box of joint number 3 which are the two connectors which backed out. The teeth of the anti-rotation keys for each connector had minimal engagement (10-15%) and thus did not provide the normal margin of additional safety to maintain torque and preload. The 22 inch casing was also exposed to severe environmental conditions while being suspended below the false rotary at the BOP cart . The currents ranged from 1.0 to 1.6 knots. A winter front moved through the area and the sea state was over 10 feet for a portion of the time the 22 inch casing was suspended from the BOP transporter in open water. These open water conditions imparted enough cyclic action and possible vortex induced vibrations to cause the connections to back out.,Root,,,
NS-04F5066829,1,Removing the grating from the containment skid The opening should have been made inaccessible CFR 142.87.,Immediate,,,
NS-04F5066829,2,The wind screen covering the open hole made it condition.,Underlying,,,
NS-04F5066829,3,Removing the grating from the containment skid The opening should have been made inaccessible CFR 142.87.,Root,,,
NS-CC8C5063B9,1,A damaged mud seal o-ring between riser joints eleven,Immediate,,,
NS-CC8C5063B9,2,Extensive rig heave resulting from rough sea states.,Underlying,,,
NS-CC8C5063B9,3,A damaged mud seal o-ring between riser joints eleven,Root,,,
NS-CCDF772D0A,1,The IE inadvertently opened the ball valve causing grating and strike him in the face.,Immediate,,,
NS-CCDF772D0A,2,"the tubing to detach from the Due to the installation of the dump valve on the Gas Lift Fluid Slug Catcher (MBD- 150), the 3/8 tubing should have been removed to eliminate the hazard. Prior to the dump valve being installed, a needle valve should have been utilized instead of a ball valve to eliminate the volume that caused the tubing to break free.",Underlying,,,
NS-7EE9B6DCA6,1,"Fire Investigator stated there was a slight possibility the bunk light bulb started the fire, but cause of the fire is undetermined",Immediate,,,
NS-7EE9B6DCA6,2,None,Underlying,,,
NS-BFCBB3F5D8,1,The welding operation ignited the flammable material,Immediate,,,
NS-BFCBB3F5D8,2,The cleaning crew's failure to clean the separator beneath the oil weir. from within allowed the build-up of flammable material trapped beneath the oil weir to remain in place.,Underlying,,,
NS-BFCBB3F5D8,3,Onsite supervisory personnel's failure to perform a physical inspection of the separator allowed the flammable material trapped beneath the oil weir to go undected.,Root,,,
NS-290D926704,1,"The pontoon hand did not read the rig log of 26 October 2022 which states that the fluid was transferred to tank MPP-02, but instead assumed that seawater was in the tank.",Immediate,,,
NS-290D926704,2,1. No testing of the tank(s) fluids,Underlying,,,
NS-290D926704,3,ACCIDENT: were performed prior to the discharge operation.,Root,,,
NS-D059706438,1,The 6040 and 6050 control modules were unknowingly wired to the incorrect junction box. The incorrect wires of the CH4 Pit junction box mimicked a thermocouple and caused the 6040 and 6050 control modules to read a safe temperature.,Immediate,,,
NS-D059706438,2,The procedure for commissioning the P-Heater did not call for adequate testing of the electrical wires to ensure correctness,Underlying,,,
NS-D059706438,3,The 6040 and 6050 control modules were unknowingly wired to the incorrect junction box. The incorrect wires of the CH4 Pit junction box mimicked a thermocouple and caused the 6040 and 6050 control modules to read a safe temperature.,Root,,,
NS-B6008A9135,1,Awaiting USCG investigative findings.,Immediate,,,
NS-B6008A9135,2,Awaiting USCG investigative findings.,Underlying,,,
NS-B6008A9135,3,Awaiting USCG investigative findings.,Root,,,
NS-CE15517413,1,Management Systems: The JSA did not address the possible hazards with adverse sea conditions with sea states at 5 to 7 feet (dynamic loading). The abrasive cutter hung up simultaneously to a wave surge introducing an undetermined amount of dynamic loading parting the two- foot single-leg sling.,Immediate,,,8
NS-CE15517413,2,"Management Systems: The JSA did not have the maximum lift weight for retrieving the abrasive cutter 2.5 tons, which was the safe working limit of the wire rope slings.",Underlying,,,8
NS-CE15517413,3,"Supervision: An all-stop was not called to address any new threats after the abrasive cutter hung up in the 48-inch caisson the first time. The JSA required personnel to “stay well clear of suspended loads”, personnel were allowed to stand near the suspended load.",Root,,,17
NS-CCABBB693D,1,"A combination resulted in abnormally high heat conditions inside the fire tube and exhaust stack which ultimately destroyed the exhaust stack and Stack Arrestor; including: The Heater Treater main burner nozzle assembly fuel adjustment needle set improper and backed out all the way possibly causing the burner to run rich, soot-up the Stack Arrestor, and retain heat within the fire tube and exhaust stack",Immediate,,,
NS-CCABBB693D,2,A combination resulted in abnormally high heat conditions inside the fire tube and exhaust stack which ultimately destroyed the exhaust stack and Stack Arrestor; including: The Level Safety Low was set inadequately to maintain effective fire tube protection against hot spots/tube failure,Underlying,,,
NS-B88D3430E5,1,"Equipment Failure - The tubing is suspected to be parted at a shallow depth along with the SCSSV control lines, allowing a leak path from control lines to the HP vent.",Immediate,,,15
NS-B88D3430E5,2,"Equipment Failure - The tubing is suspected to be parted at a shallow depth along with the SCSSV control lines, allowing a leak path from control lines to the HP vent.",Underlying,,,15
NS-B88D3430E5,3,"Equipment Failure - The tubing is suspected to be parted at a shallow depth along with the SCSSV control lines, allowing a leak path from control lines to the HP vent.",Root,,,15
NS-8F33C7791B,1,Human Performance Error - Rushing to get job completed: Personnel were in a hurry to start up the BGC #1 Gas Compressor after the BGC #2 Gas Compressor had an unplanned shut down and produced gas started flaring.,Immediate,,Mistake - Stress Level Issue,3
NS-8F33C7791B,2,Human Performance Error - Not following proper procedures: Personnel failed to perform an adequate walk through of the BGC #1 Gas Compressor system prior to attempting to start it.,Underlying,Control Measures Not Implemented,Violation - Situational Violation,3
NS-8F33C7791B,3,"Human Performance Error - Inattention to task: Personnel failed to close valves after testing. According to maintenance and testing records, unintentionally left opened on June 20th.",Root,, Competency -  Lapse of Competency,3
NS-E61F2E3210,1,Human Performance Error – DR1 and FH1 were not paying attention to the task of POOH with drill pipe to check the COM and rack back the stand.,Immediate,,,3
NS-E61F2E3210,2,Management system – Inadequate hazard analysis of the traveling block contacting the crown block.,Underlying,Hazard not Identified,,8
NS-E61F2E3210,3,Equipment failure - The barrel of the COM was not set properly. This allowed the drill line to move past the COM resulting in the the traveling block striking the crown block.,Root,,,15
NS-60CA91515B,1,Human Error: IP was inattentive to what he was doing. IP used poor judgment in kicking the workstation,Immediate,, Competency -  Lapse of Competency,3
NS-60CA91515B,2,Human Error: IP was inattentive to what he was doing. IP used poor judgment in kicking the workstation,Underlying,, Competency -  Lapse of Competency,3
NS-60CA91515B,3,Human Error: IP was inattentive to what he was doing. IP used poor judgment in kicking the workstation,Root,, Competency -  Lapse of Competency,3
NS-BC24DE04F1,1,"The IP noticed the half-moon plate was out of place and attempted to reposition it. While doing so, the IP failed to recognize the pinch point created by the moving casing and placed his hand between the plate and the casing, resulting in a severe hand injury.",Immediate,,,
NS-BC24DE04F1,2,Hard barricades were not installed to around the moving wells.,Underlying,,,
NS-BC24DE04F1,3,"The IP noticed the half-moon plate was out of place and attempted to reposition it. While doing so, the IP failed to recognize the pinch point created by the moving casing and placed his hand between the plate and the casing, resulting in a severe hand injury.",Root,,,
NS-04CB0A4CD4,1,A voltage spike of the Motor Side B Power Stack,Immediate,,,
NS-04CB0A4CD4,2,"resulted in Thruster shut down. Investigation is still pending; however, the Transistor Drive Circuit Card in the Circuit Concentration Bay is believed to be the have Stack voltage spike.",Underlying,,,
NS-04CB0A4CD4,3,A voltage spike of the Motor Side B Power Stack,Root,,,
NS-3C1FE549B8,1,Management Systems: Inadequate job procedures - The Renaissance operating procedure did not provide specific glycol startup procedures specifying circulation time before raising the temperature above 220 degrees F.,Immediate,Inadequate Control Measures,,8
NS-3C1FE549B8,2,Equipment Failure: Lack of Insulation – Lack of insulation on the Reboiler Stack allowed an ignition source as TEG exited the still.,Underlying,,,15
NS-3C1FE549B8,3,Management Systems: Lack of Training - Renaissance failed to provide training which would have allowed Operators to understand characteristics of phase vaporization and handling contaminated or saturated glycol.,Root,,Competency - Lack of Competency,8
NS-ED0E4CC69C,1,A faulty weld in the subsea umbilical termination,Immediate,,,
NS-ED0E4CC69C,2,assembly.,Underlying,,,
NS-ED0E4CC69C,3,A faulty weld in the subsea umbilical termination,Root,,,
NS-652DDFCFD9,1,The Frank's Horseshoe Elevators are believed to have insufficient load holding capacity for the casing that was being run due to the tolerences of the outer diameter of the casing and inner diameter of 360 degree coupling of the casing. through the elevators when its load joint in the casing string.,Immediate,,,
NS-652DDFCFD9,2,The Frank's Horseshoe Elevators are believed to have insufficient load holding capacity for the casing that was being run due to the tolerences of the outer diameter of the casing and inner diameter of 360 degree coupling of the casing. through the elevators when its load joint in the casing string.,Underlying,,,
NS-34BD094098,1,Trapped gas in the hanger that was released when,Immediate,,,
NS-34BD094098,2,Nuts that were unable to be unscrewed. the nut was cut.,Underlying,,,
NS-34BD094098,3,Trapped gas in the hanger that was released when,Root,,,
NS-0471CF6175,1,"(1) Excessive slack in the line allowed the barrel to reach deck level, striking the IP's left foot, after falling from the transport rack.",Immediate,,,
NS-0471CF6175,2,"(1) Poor Body Placement: The IP's body placement put him 'In the Line of Fire', regardless of taglines being utilized throughout the operation.",Underlying,,,
NS-0471CF6175,3,"(1) Excessive slack in the line allowed the barrel to reach deck level, striking the IP's left foot, after falling from the transport rack.",Root,,,
NS-08678620F4,1,"The CO inadvertently pulled the auxiliary line lever while attempting to raise the load line, and then failed to react quick enough to prevent the auxiliary ball from making contact with the boom tip.",Immediate,,,
NS-08678620F4,2,"The Apache Corporation's Offshore Crane and Maintenance Program Section 6.0 (d) Operating Practices, Procedures, and Requirements indicated that required crane safety devices (i.e., anti-two blocking mechanisms on hoist lines, high and low boom angle shutdowns) shall be functioning properly whenever the crane is in operation. The anti- two block system was inspected after the incident and failed to stop the auxiliary line once the anti-two block was actuated.",Underlying,,,
NS-08678620F4,3,"The CO inadvertently pulled the auxiliary line lever while attempting to raise the load line, and then failed to react quick enough to prevent the auxiliary ball from making contact with the boom tip.",Root,,,
NS-0D8A68D0A2,1,Human Performance Error – Not aware of hazards: amount of stored energy within the pipeline.,Immediate,Hazard not Identified,"Mistake - Information Issue -too little, missing or inaccesible information",3
NS-0D8A68D0A2,2,Communication – Lack of Communication: Operator a pipeline contributor prior to performing a,Underlying,,"Mistake - Information Issue -too little, missing or inaccesible information",9
NS-0D8A68D0A2,3,Human Performance Error – Not aware of hazards: amount of stored energy within the pipeline.,Root,Hazard not Identified,"Mistake - Information Issue -too little, missing or inaccesible information",3
NS-E7BED009A0,1,The weather conditions accounted for 2 1/2 to 3 inches of heave that was not recognized/planned to result in the service loop snagging beneath the frac hose gooseneck and eventually being pulled out of the top drive.,Immediate,,,
NS-E7BED009A0,2,The dynamic drop monitoring was not effective since there was no specific monitoring of the swinging service loop.,Underlying,,,
NS-E7BED009A0,3,The weather conditions accounted for 2 1/2 to 3 inches of heave that was not recognized/planned to result in the service loop snagging beneath the frac hose gooseneck and eventually being pulled out of the top drive.,Root,,,
NS-044778E2A8,1,"The operator was aware of the initial 100 psi SCP found on the 11-7/8"" by 16"" annuli. No other pressures were reported and the approved RPM permit documented same. All hydrocarbon zones were properly isolated, and tested at the time the well was TA'd on September 15, 2021. It appeared a gas source had migrated through cement by possibly channeling in the 11-7/8"" annulus, or plugs, and this pressure build-up occurred over a period of time just below the CIBP.",Immediate,,,
NS-044778E2A8,2,"The constant 100 psi SCP was the only reported pressure when the RPM permit was submitted and approved. There was no indication of a pressure build-up below the CIBP until the 200' of cement was drilled out, and the CIBP was penetrated; however, additional planned diagnostic tests are being conducted on the well.",Underlying,,,
NS-044778E2A8,3,"The operator was aware of the initial 100 psi SCP found on the 11-7/8"" by 16"" annuli. No other pressures were reported and the approved RPM permit documented same. All hydrocarbon zones were properly isolated, and tested at the time the well was TA'd on September 15, 2021. It appeared a gas source had migrated through cement by possibly channeling in the 11-7/8"" annulus, or plugs, and this pressure build-up occurred over a period of time just below the CIBP.",Root,,,
NS-921E14BDDF,1,Drill Crew installed an incorrect type of high pressure fittings onto the Hydraulic Manifold which allowed the hydraulic hose to blow off once pressure was applied.,Immediate,,,
NS-921E14BDDF,2,Neither a Risk Assessment nor a JSA were done prior to starting the job. This would have identified the hazards to be encountered when dealing with high pressure.,Underlying,,,
NS-921E14BDDF,3,Poor House Keeping: The practice of leaving several different types of high pressure fittings lying around the drill floor led to confusion and contributed in the use of the incorrect fittings.,Root,,,
NS-88C271C470,1,"Due to the hand tight/loose chicksan connection, the suspended drill pipe was able to back out of its connection and fall on the drilling employee during the jetting/washing operation.",Immediate,,,
NS-041547E13F,1,"Uncontrolled release of mechanical energy: The ability for the bowls to slip past the centralizer with the “grease lock” keeping them together was not recognized or mitigated prior to movement, resulting in unexpected separation.",Immediate,,,
NS-041547E13F,2,Improper hand placement: The Supreme operator positioned their hands in a pinch point during lifting operations.,Underlying,,,
NS-041547E13F,3,"Inadequate securing of heavy components: The outermost bowl was not mechanically restrained prior to changing the cutter’s orientation (moving it from the vertical position to the horizontal position in the basket), allowing it to slide under gravity when separation occurred. While there is no specific procedural requirement to mechanically restrain the bowls, this incident demonstrated the need to implement such restraints, and the crew subsequently procured slings for use in future operations.",Root,,,
NS-D5B60ADB65,1,"The barricade, surrounding the opening in the deck, was not constructed to the Contractor's normal standards and not strong enough to support a man leaning against it. To this same point, the welding beads that held the barricade together, had gaps and were not substantial. A Job Safety Analysis (JSA) was not prepared which may have prevented the need to throw a radio up to the rig floor. Also the poor safety practice of throwing objects from one deck to another can cause injury to people and damage to equipment. The early removal of the rotary and pan from the drill floor (deck) was not part of their normal routine and left a large opening in the drill longer than necessary.",Immediate,,,
NS-D5B60ADB65,2,"The barricade, surrounding the opening in the deck, was not constructed to the Contractor's normal standards and not strong enough to support a man leaning against it. To this same point, the welding beads that held the barricade together, had gaps and were not substantial. A Job Safety Analysis (JSA) was not prepared which may have prevented the need to throw a radio up to the rig floor. Also the poor safety practice of throwing objects from one deck to another can cause injury to people and damage to equipment. The early removal of the rotary and pan from the drill floor (deck) was not part of their normal routine and left a large opening in the drill longer than necessary.",Underlying,,,
NS-D5B60ADB65,3,"The barricade, surrounding the opening in the deck, was not constructed to the Contractor's normal standards and not strong enough to support a man leaning against it. To this same point, the welding beads that held the barricade together, had gaps and were not substantial. A Job Safety Analysis (JSA) was not prepared which may have prevented the need to throw a radio up to the rig floor. Also the poor safety practice of throwing objects from one deck to another can cause injury to people and damage to equipment. The early removal of the rotary and pan from the drill floor (deck) was not part of their normal routine and left a large opening in the drill longer than necessary.",Root,,,
NS-4F73FCBFF1,1,"The MAK-F960A was found severely corroded the top to be secured to the body of vessel. derated the vessels pressure capability. on the tabs that anchor the T-bolts for The lack of mitigation of the corrosion,",Immediate,,,
NS-4F73FCBFF1,2,"The Pressure Safety Valve (PSV) on PSI,it did not relieve until 390 PSI. would operated properly it would have",Underlying,,,
NS-4F73FCBFF1,3,"The Pressure Safety Valve (PSV) on the MBF-V940 Fuel Gas Scrubber was set for 270 MBF-V940 is up-stream of the MAK-F960A if PSV helped to relieve the over pressurization. the MAK-F960B Fuel Gas Filter was set for 270 PSI, it did not relieve until 290 PSI. The MAK-F960B supply and discharge is common with supply and discharge of the A vessel. The lessee was flowing thru both A/B Fuel Gas Filters, the PSV would have helped relieve the pressure if operating properly.",Root,,,
NS-080EA0563E,1,"The probable cause of the incident was damage and/or wear and tear of the heat trace element. This damage led to a short circuit, arcing and overheating of the insulation material. Eventually, an incipient fire occurred on the heat trace wrapped around a nozzle coming from the separator. The failed heat trace element was sent in to the provider for analysis which confirmed the above statement.",Immediate,,,
NS-080EA0563E,2,"The breaker did not trip and cut off power supply to the heat trace element because the current being drawn by the fault was too low to be cleared by the circuit breaker. In order for the breaker to trip, a continuous 15 amp current is required. The current was not high enough because it was an arcing fault with high impedence instead of a solid fault of low impedence. The heat trace continued to arc after the initial failure which caused a flame to return multiple times after extinguishing. The power source could not be found immediately because there was no local disconnect switch that would terminate the power.",Underlying,,,
NS-080EA0563E,3,"The probable cause of the incident was damage and/or wear and tear of the heat trace element. This damage led to a short circuit, arcing and overheating of the insulation material. Eventually, an incipient fire occurred on the heat trace wrapped around a nozzle coming from the separator. The failed heat trace element was sent in to the provider for analysis which confirmed the above statement.",Root,,,
NS-241283A77C,1,"The cutting process produced hot, incandescent, molten slag that was ejected from the cutting tool with sufficient quantity and force to reach the inside wooden area of the office building wall through a gap between the fiberglass exterior covering and the building's wood framing.",Immediate,,,
NS-241283A77C,2,"The severity of the fire could be contributed to the following: The JSA did not properly classify wood combustible materials that were located immediately adjacent to the torch cutting operation. Proper classification of the wood combustible materials as a Class ""A"" fire hazard would have shown that the cooling and quenching effects of water are of first importance. The initial response to the subject fire included the use of dry chemical type fire extinguishers that are better suited to fight a Class ""B"" type fire, such as flammable liquids, where the blanketing effects of the dry chemical are essential. The twelve (12) thirty pound and one wheeled unit dry chemical type fire extinguishers were used initially with no",Underlying,,,
NS-D784625649,1,"Human Performance Error: Line up verification was performed; however, two valves were not fully verified to be closed on the stand pipe. These valves are normally kept closed and personnel failed to physically check valve status.",Immediate,,,3
NS-6398EC078F,1,Mr. did not follow the ExxonMobil 100% tie off requirement while atteIIipting to reposition himself.,Immediate,,,
NS-986C937DFC,1, Management Systems – Inadequate hazard analysis – JSA did not properly identify all hazards associated with the task. A gas detector was NOT used to see if any gas might have been present prior to introducing an ignition source into a classified area. A hot work permit was not utilized.,Immediate,,,
NS-986C937DFC,2,n/a,Underlying,,,
NS-986C937DFC,3, Management Systems – Inadequate hazard analysis – JSA did not properly identify all hazards associated with the task. A gas detector was NOT used to see if any gas might have been present prior to introducing an ignition source into a classified area. A hot work permit was not utilized.,Root,,,
NS-265D15E95B,1,Equipment failure – The 3/4 inch nipple that had broken suffered fatigue cracking due to compressor #1 vibrations for an extended period.,Immediate,,,15
NS-265D15E95B,2,Flawed equipment design – The insufficient support for the sight glass level bridle causing excessive weight on 3/4 inch nipple.,Underlying,,,
NS-265D15E95B,3,Equipment failure – The 3/4 inch nipple that had broken suffered fatigue cracking due to compressor #1 vibrations for an extended period.,Root,,,15
NS-6D49C0270E,1,Piping located in the work area was not physically obstruction.,Immediate,,,
NS-6D49C0270E,2,The JSEA (Job Safety & Environmental Analysis) was identified as a trip hazard and/or not detailed enough to identify the trip hazards in the work area. Fatigue may have contributed. The employee was working 14-15 hours per day and was on day four following 2 days off.,Underlying,,,
NS-6D49C0270E,3,Piping located in the work area was not physically obstruction.,Root,,,
NS-28BF8829E8,1,Improper slings (nylon) were used for a flat iron,Immediate,,,
NS-28BF8829E8,2,"The rigger, Mr. Kenneth J. Cannon deckhand on the sufficiently trained or experienced in the proper flat iron load. The rigger failed to double wrap load lift. M/V Ms. Jessica, was apparently not techniques to attach the slings to a the nylon slings around the load and align the center of gravity on the center top of the flat iron rather than the edge prior to the lift being initiated. The single wrap around the load resulted in the slings adjusting unevenly and out of balance with the weight of the load subsequent to initiating the lift. The crane operator was apparently not communicating with the rigger and not providing instructions to the rigger on how to double wrap the nylon slings around the flat iron load. The improper rigging of the nylon slings around the load was not observable by the crane operator from the + 70 feet level of the platform. The crane operator was not aware of the inadequate rigging of the flat iron load until the load began shifting and sliding through the single wrapped nylon sling.",Underlying,,,
NS-28BF8829E8,3,Improper slings (nylon) were used for a flat iron,Root,,,
NS-A5F4968976,1,The probable cause of the fire were small gas upstream of the unbolted flange.,Immediate,,,
NS-A5F4968976,2,leaks in the valve and checkvalve,Underlying,,,
NS-A5F4968976,3,The probable cause of the fire were small gas upstream of the unbolted flange.,Root,,,
NS-C42E981F87,1,"-The rope being used to hold the manual tongs out of the way broke, which allowed the tongs to swing across the rig floor and strike the IP.",Immediate,,,
NS-C42E981F87,2,-Poor body placement: The IP positioned himself facing away from a suspended load while standing in a permanent Red Zone. -The clamp on the kelly hose catching the hold back rope was not identified in the RSOP when the drill floor crew switched over to the manual tongs.,Underlying,,,
NS-C42E981F87,3,"-The rope being used to hold the manual tongs out of the way broke, which allowed the tongs to swing across the rig floor and strike the IP.",Root,,,
NS-B5445D723F,1,Poor Body Placement: The IP failed to recognize that placing his foot on the bottom rung of the handrail put him in harm's way.,Immediate,,,
NS-E04FE21029,1,There was a breakdown in communication between the operator which lead to the winch operator to start winch operator and the E-line slacking off before the E-line operator was able to slack off of his tool string.,Immediate,,,
NS-E04FE21029,2,Breakdown in communication,Underlying,,,
NS-E04FE21029,3,There was a breakdown in communication between the operator which lead to the winch operator to start winch operator and the E-line slacking off before the E-line operator was able to slack off of his tool string.,Root,,,
NS-2922813ADD,1,Failure to recognize that the dunnage design used application.,Immediate,,,
NS-2922813ADD,2,Failure to remove all personnel from the conveyer casing lifting operations.,Underlying,,,
NS-2922813ADD,3,Lack of Knowledge: The rig crew’s failure to polices involving tubular lifting operations. was inadequate for the system area before proceeding with follow and understand current company,Root,,,
NS-C161BF5798,1,Accident was caused by pre-esixting tendon deterioration unknown to the IP.,Immediate,,,
NS-C161BF5798,2,Routine physical examinations or stretching may have,Underlying,,,
NS-62754CBCB2,1,"Pipeline system pressure slowly leaked through two closed main 8"" manual isolation block valves located on the vertical run of the pig launcher. This allowed pressure to build up inside the launching/receiving trap behind the pig once it was placed in the launcher. The pig, being new, allowed for a complete seal with no blow-by. After initially bleeding down the pig launcher system, the LO failed to ensure the pig launcher remained depressurized while being isolated from all pressure sources.",Immediate,,,
NS-62754CBCB2,2,"Although a Job Safety Analysis (JSA) was conducted prior to the operation, the LO failed to follow the JSA guidelines secondary to the LO's upper body and right arm being exposed to pig loading operation. This bodily exposure violated the JSA recommended procedure, as well as the ERT pig launching procedure, of not standing in front of the launcher/receiver during pigging operations.",Underlying,,,
NS-62754CBCB2,3,"Pipeline system pressure slowly leaked through two closed main 8"" manual isolation block valves located on the vertical run of the pig launcher. This allowed pressure to build up inside the launching/receiving trap behind the pig once it was placed in the launcher. The pig, being new, allowed for a complete seal with no blow-by. After initially bleeding down the pig launcher system, the LO failed to ensure the pig launcher remained depressurized while being isolated from all pressure sources.",Root,,,
NS-7533986930,1,Supervision – Inadequate supervision while identifying the hazards in the work area during hazard assessment and mitigation for the hazards.,Immediate,,,17
NS-7533986930,2,Human Error - The lack of identifying the jagged edges on the I-beam in the work area by the IP.,Underlying,,,3
NS-7533986930,3,Human Error – The lack of awareness by the IP concerning the uneven surfaces and foot placement during the job risk analysis and while performing the work.,Root,,,3
NS-C19DA180E4,1,"Lessee failed to perform crane operating practices for attaching and moving the load being utilize in accordance with API RP 2D, paragraphs 3.2.1, 3.2.2 and 3.2.3",Immediate,,,
NS-C19DA180E4,2,During lifting operations the designated tag lines were not utilized to control the load of approximately 6 tons thus posing immediate danger to the equipment and the facility.,Underlying,,,
NS-C60DFEB8F2,1,Weather related - lightning striked the Communications Tower and Communications Building,Immediate,,,
NS-C60DFEB8F2,2,None,Underlying,,,
NS-C60DFEB8F2,3,Weather related - lightning striked the Communications Tower and Communications Building,Root,,,
NS-BAAC8CAC32,1,Project personnel were unaware that there was no communication above or below the subsea wellhead tieback system where there was trapped pressure.,Immediate,,,
NS-BAAC8CAC32,2,No wireline pressure control equipment was used,Underlying,,,
NS-BAAC8CAC32,3,Project personnel were unaware that there was no communication above or below the subsea wellhead tieback system where there was trapped pressure.,Root,,,
NS-4EB1629BB9,1,Use of an improper tool is considered to be the,Immediate,,,
NS-4EB1629BB9,2,probable cause of the accident.,Underlying,,,
NS-4EB1629BB9,3,Use of an improper tool is considered to be the,Root,,,
NS-6ED0604192,1,Diverter seal failed.,Immediate,,,
NS-6ED0604192,2,"was 3bbls, consisting of 18% solids, The rig examined the seal and found no obvious reason for the seal to fail. These seals are energized by control fluid, there was a leak of control fluid from the seal and the seal de-energized. Once de-energized the seal allowed mud to pass.",Underlying,,,
NS-6ED0604192,3,Diverter seal failed.,Root,,,
NS-11EE5991F7,1,Not paying attention to his surroundings.,Immediate,,,
NS-11EE5991F7,2,Not paying attention to his surroundings.,Underlying,,,
NS-11EE5991F7,3,Not paying attention to his surroundings.,Root,,,
NS-D54017DA3A,1,Human performance error – failure to identify the hazard of the impact zone getting smaller as the job continued. IP turning his back to a suspended load.,Immediate,,,3
NS-D54017DA3A,2,Communication – IP failed to listen to riggers when told to move out of the pinch point. SWA was not used.,Underlying,,,9
NS-D54017DA3A,3,Human performance error - Not following the hazards and mitigations of the JSA utilized. IP not maintaining situational from the riggers. IP was supervising the casing tally.,Root,Control Measures Not Implemented,Violation - Situational Violation,3
NS-5BD7868F21,1,"As stated in the Seadrill Top-Set report, the probable cause of the accident was attributed to the Lead Roughneck deciding to remove the #5 back die from the WC-IR while it was energized and moving into the open position.",Immediate,,,
NS-5BD7868F21,2,"According to the Seadrill Top-Set report, the contributing causes of the accident are as follows: 1) Driller did not complete the energy isolation process; 2) safety training for hands off moving equipment was not adhered to; 3) the 4-point check rules were not complete; 4) all the hazards for this type of operation were not identified;",Underlying,,,
NS-5BD7868F21,3,the Lead Roughneck and the Driller did not communicate on the job status; 6) the Roughnecks changed the routine job process of replacing IR dies; 7) routine IR maintenance task did not have written procedures; and drill floor Supervisors.,Root,,,
NS-898DA04286,1,The cause of the incident was the failed seal,Immediate,,,
NS-898DA04286,2,on the hydraulic pump. The contributing cause was the location of the oil to spray onto the Turbo Charger exhaust.,Underlying,,,
NS-898DA04286,3,The cause of the incident was the failed seal,Root,,,
NS-7668CFB452,1,"A catastrophic failure of the studs that secured the number 2 cylinder to the distance piece of the rental booster gas compressor initiated a sequence of events, as described in the Investigative Findings, which",Immediate,,,
NS-7668CFB452,2,Possibility that prior history of vibration catastrophically failed.,Underlying,,,
NS-7668CFB452,3,Possibility of repetitive tightening of the ignited and fueled the fire. caused damage to studs that studs that catastrophically failed as a result of re-using the same studs time after time caused the studs to stretch and become fatigued.,Root,,,
NS-27A9EA7484,1,A ring gear failure on the auxiliary winch.,Immediate,,,
NS-27A9EA7484,2,Initial stress cracking of the rig gear from possible previous overloading.,Underlying,,,
NS-27A9EA7484,3,A ring gear failure on the auxiliary winch.,Root,,,
NS-BD8359FBC3,1,"Human Performance Error - Not following proper procedures: As per the procedure, the Pig Launcher was not purged with nitrogen gas before opening the pig launcher door. The pig launcher had been in the isolated state for 5 days and it is probable that the oil residue generated a hazardous atmosphere in the top of the trap.",Immediate,Control Measures Not Implemented,Violation - Situational Violation,3
NS-BD8359FBC3,2,"Human Performance Error - Not following proper procedures: As per the procedure, the Pig Launcher was not purged with nitrogen gas before opening the pig launcher door. The pig launcher had been in the isolated state for 5 days and it is probable that the oil residue generated a hazardous atmosphere in the top of the trap.",Underlying,Control Measures Not Implemented,Violation - Situational Violation,3
NS-BD8359FBC3,3,"Human Performance Error - Not following proper procedures: As per the procedure, the Pig Launcher was not purged with nitrogen gas before opening the pig launcher door. The pig launcher had been in the isolated state for 5 days and it is probable that the oil residue generated a hazardous atmosphere in the top of the trap.",Root,Control Measures Not Implemented,Violation - Situational Violation,3
NS-09D838266E,1, Equipment Failure – Capacity of sling exceeded the force exerted.  Human Performance Error – Not aware of hazards associated with making changes to the Liftboat's elevation while the crane was still connected to the lift.  Management Systems – Inadequate hazard analysis.,Immediate,,,
NS-09D838266E,2,N/A,Underlying,,,
NS-09D838266E,3, Equipment Failure – Capacity of sling exceeded the force exerted.  Human Performance Error – Not aware of hazards associated with making changes to the Liftboat's elevation while the crane was still connected to the lift.  Management Systems – Inadequate hazard analysis.,Root,,,
NS-3DF1711ACE,1,The CE should have requested help with carrying alleviated the CE’s attempt to reposition while the two scaffold boards. This may have carrying the boards.,Immediate,,,
NS-3DF1711ACE,2,The CE should have requested help with carrying alleviated the CE’s attempt to reposition while the two scaffold boards. This may have carrying the boards.,Underlying,,,
