incident,cause,text,xw_element,llm_cause_category,llm_psm_element,llm_confidence,llm_passes_agreed,llm_reason
GI-48-20260505-0300,1,"Human Performance Error: Inattention to task- Because the Master was engaged in unauthorized mobile phone use while on the bridge, in violation of company policy, the Master’s attention was diverted from maintaining proper vessel heading.",3,Supervision,1,high,3,"The Master violated company policy by engaging in unauthorized mobile phone use on the bridge; this represents a failure of leadership commitment and responsibility to enforce safety standards and model compliant behavior, as well as a supervision failure to ensure adherence to established safety ru"
GI-48-20260505-0300,2,Human Performance Error: Not fully aware of hazards- The Master underestimated the immediate hazard posed by the vessel and barge’s proximity to the platform and did not adequately account for environmental factors influencing the vessel’s trajectory.,3,Management Systems,6,high,3,"The Master 'did not adequately account for environmental factors influencing the vessel's trajectory', indicating the hazard posed by vessel proximity and environmental conditions was never properly identified or assessed."
MC-127-20250509-1530,2,"COMMUNICATION: Inaccurate job instructions provided- Due to not having correct procedures in place, the instructions given were not accurate for the specific ESD event.",9,Management Systems,8,high,3,Inaccurate job instructions provided due to not having correct procedures in place indicates a deficiency in Operating manuals and procedures.
MC-127-20250509-1530,4,COMMUNICATION: Instructions not understood and not followed- Correct Fire Water system procedure was not followed.,9,Work Environment,8,high,3,"Instructions not understood and not followed; correct Fire Water system procedure was not followed - indicating the operating manual and procedures were either inadequate, unclear, or not effectively communicated to personnel performing the task."
MC-127-20231021-1304,1,Management Systems: Inadequate hazard analysis.,8,Management Systems,6,high,3,Statement explicitly identifies 'Inadequate hazard analysis' which directly corresponds to the hazard identification and risk assessment element.
MC-243-20260409-0800,2,"Management Systems: Inadequate hazard analysis. The operator classified the RG as a secondary structural appurtenance and was not included as a targeted inspection location under the American Bureau of Shipping (ABS) -approved In-Service Inspection Plan (ISIP), which is primarily focused on primary structural members. As a result, degradation at these connection points was not identified prior to failure.",8,Management Systems,6,high,3,"Inadequate hazard analysis resulted in the RG not being identified as a targeted inspection location, and degradation at connection points was not identified prior to failure."
MC-474-20250208-0700,1,"Management Systems: Environmental Control programs: Although the chemical trial was approved by BSEE, the trial chemical proved to be non-compatible in the produced water system. The trial chemical caused frothing/foaming which eventually led to upsets within the production vessels, leading to the pollution event.",8,Management Systems,6,high,3,The trial chemical's incompatibility with the produced water system was not identified before approval; the hazard of frothing/foaming in the production vessels was not assessed prior to implementation.
MC-520-20230607-1100,1,"Human Error: The Driller and Assistant Driller did not follow the guidelines and procedures and did not fill out the Elevator Pre-use checklist. Due to the Driller and Assistant Driller not following the guidelines, procedures and not filling out the checklist, the incorrect inserts were used in the elevators which resulted in dropping the 43- foot cleanout assembly 40 feet onto the pipe skate.",3,Work Environment,17,high,3,"The Driller and Assistant Driller did not follow the guidelines and procedures and did not fill out the Elevator Pre-use checklist, indicating a failure to execute an existing work control that should have prevented use of incorrect inserts."
MC-520-20230607-1100,2,Human Error: The inserts that were installed were designed for use with 4.5 inch External Upset (EU) pipe. The pipe that was being lifted was 4.5 inch Internal-External Upset (IEU) which requires the smaller diameter inserts. The IEU pipe upset is approximately 1/4 inch smaller in diameter than the EU pipe upset.,3,Management Systems,6,high,3,"The wrong inserts were installed because the hazard of pipe specification variation (EU vs IEU with 1/4 inch diameter difference) was not identified or controlled, requiring hazard identification and risk assessment to distinguish between similar pipe types."
MC-520-20230607-1100,3,Human Error: The Assistant Driller was not aware Pre-use Checklist was completed.,3,Management Systems,9,high,3,The Assistant Driller's lack of awareness about completion of the Pre-use Checklist indicates a failure in process and operational status monitoring and handover between personnel.
MC-547-20231224-0743,1,"Equipment Failure – Flawed equipment design or construction: the 90° elbow located on the oil separator’s piping failed, causing oil to spray out and ignite once in contact with the hot surface within the air compressor’s",15,Equipment Failure,6,high,3,The flawed design of the 90° elbow was never identified as a hazard; a functioning hazard identification and risk assessment process would have caught the design deficiency and the ignition risk from oil spray contacting hot surfaces.
MC-582-20250416-1500,3,Human Performance Error: Not aware of hazards- Failure to secure the area underneath the crane prior to starting operations and preventing personnel from entering the hazard areas.,3,Management Systems,17,high,3,Failure to secure the area underneath the crane prior to starting operations and preventing personnel from entering the hazard areas represents a missing or unexecuted work control that should have been implemented before crane operations commenced.
MC-582-20250416-1500,4,"Supervision: Inadequate pre-job safety and operation planning- Failure to properly identify the need to secure the area where the potential for dropped object were present on the Sparrows’ JSA, Murphy’s Cold Work Permit, and Murphy’s Working at Heights Permit.",17,Management Systems,6,high,3,"Failure to properly identify the need to secure the area where the potential for dropped objects were present indicates that hazard identification and risk assessment was inadequate, as the dropped object hazard was not properly recognized in the JSA, Cold Work Permit, and Working at Heights Permit."
MC-807-20230224-1115,3,Human Performance Error – Rushing to get job complete: IP made the decision to modify the wrench instead of obtaining the right tool for the job.,3,Work Environment,17,high,3,"IP made the decision to modify the wrench instead of obtaining the right tool, indicating inadequate work control and task risk management that failed to prevent improvisation under time pressure."
MC-807-20250503-1730,5,Work Environment: Other Weather Influences- Severe storm impact during Hurricane Katrina created the original structural trauma that initiated the fatigue crack. This environmental event was the foundational contributor to the long term deterioration,6,Work Environment,15,high,3,Severe storm created structural trauma initiating fatigue crack; inspection and maintenance systems should have identified and managed the resulting deterioration to prevent recurrence
MC-807-20250503-1730,6,"Management Systems: While Shell maintained documentation and inspection programs, the long term latent damage created by the hurricane remained undetectable through standard inspection protocols, representing a limitation in available diagnostic capabilities rather than a procedural deficiency.",8,Management Systems,15,high,3,"Long term latent damage remained undetectable through standard inspection protocols, representing a limitation in available diagnostic capabilities for inspection and maintenance."
MC-809-20250223-0830,1,Supervision – Inadequate supervision while identifying the hazards in the work area during hazard assessment and mitigation for the hazards.,17,Management Systems,6,high,3,"Inadequate supervision during hazard identification and assessment indicates a failure in the hazard identification and risk assessment process itself, where supervisory oversight of hazard identification activities was insufficient to ensure proper hazard identification and mitigation."
MC-809-20250223-0830,2,Human Error - The lack of identifying the jagged edges on the I-beam in the work area by the IP.,3,Management Systems,6,high,3,The lack of identifying the jagged edges on the I-beam represents a failure to identify a hazard in the work area that should have been recognized during hazard identification and risk assessment.
MC-809-20250223-0830,3,Human Error – The lack of awareness by the IP concerning the uneven surfaces and foot placement during the job risk analysis and while performing the work.,3,Management Systems,6,high,3,The lack of awareness concerning uneven surfaces and foot placement indicates that hazards present in the work environment were not identified during the job risk analysis.
MC-809-20250223-0830,5,Management system – Inadequate documentation of hazard the JSA that was being utilized for the operations.,8,Management Systems,7,high,3,"Inadequate documentation of hazard the JSA indicates a failure in documentation, records and knowledge management of the job safety analysis"
MC-941-20230510-0933,1,Human performance Error - Not aware of hazards: The possibility of residual fluids and/or trapped pressure in the dog leg bend above the flange was overlooked,3,Human Performance Error,6,high,3,"The possibility of residual fluids and/or trapped pressure in the dog leg bend was overlooked, indicating a failure in hazard identification and risk assessment"
MC-941-20230619-0800,2,Management Systems – Weakness in maintenance management program for mooring system: Reliance on third party vendors to conduct corrective maintenance work orders on the mooring system caused delays due to unavailability.,8,Management Systems,18,high,3,"Reliance on third party vendors to conduct corrective maintenance work orders on the mooring system caused delays due to unavailability, indicating inadequate contractor and supplier management and oversight."
MO-916-20231122-1130,1,"Communication – Inadequate communication between personnel: While lowering the section of piping, crewmembers involved did not communicate properly resulting in an individual being injured.",9,Communication,17,high,3,"Inadequate communication between crewmembers during a coordinated task (lowering piping) represents a failure of in-task coordination and work control, not external stakeholder communication (element 5)."
MP-153-20250503-0830,1,Human performance error: Not aware of hazards- Hazards were not properly identified before or during the blind lift and were not discussed with the personnel involved in the operations.,3,Management Systems,6,high,3,Hazards were not properly identified before or during the blind lift and were not discussed with the personnel involved in the operations.
MP-153-20250503-0830,2,Communication: No or inadequate job instructions provided- Operators were not instructed to utilize tag lines failed to use tag lines or other means necessary to stabilize the lift that was being made.,9,Management Systems,17,high,3,"Operators were not instructed to utilize tag lines or other means necessary to stabilize the lift, indicating a failure in work control and task risk management to establish and communicate required control measures before the task execution."
MP-153-20250503-0830,3,Communication: No or inadequate job instructions provided- Failure to designate one single source of communication to the crane operator during the lift.,9,Work Environment,17,high,3,Failure to designate one single source of communication to the crane operator during the lift represents inadequate work control and task coordination that should have been established before the operation commenced.
MP-270-20230703-1545,1,Human Performance Error – Not aware of hazards: IP overlooked the thermal hazards associated with working with hot liquids and chemicals.,3,Human Performance Error,6,high,3,"IP overlooked the thermal hazards associated with working with hot liquids and chemicals, indicating hazards were not identified or communicated to the worker"
MP-300-20251126-1239,2,"Human Error: Not following OEM recommendations- During installation of the PBA-1206 electric motor and coupling, OEM recommendations were not followed pertaining to proper alignment practices and torque procedures.",3,Management Systems,17,high,3,"OEM recommendations for alignment practices and torque procedures were not followed during installation, indicating a work control failure where established procedures existed but were not executed."
MP-300-20251126-1239,4,Communication: Inadequate job instructions provided- Operator failed to provide the mechanic with the proper documentation to perform and document the installation properly.,9,Management Systems,8,high,3,Inadequate job instructions provided indicates failure in operating manuals and procedures to ensure proper documentation and task execution
MP-300-20251126-1239,5,Equipment Failure: Improper/ Lack of tools used- Torque wrench was not used to apply proper torque to multiple components during installation of the electric motor or coupling.,15,Work Environment,17,high,3,"Torque wrench was not used to apply proper torque to multiple components during installation, indicating a work control failure where the required tool and procedure were not executed during the task."
MP-311-20230312-1630,1,"Human Performance Error: Not aware of the hazards. The LSS Technicians were unaware of the hazard (extremely high gas pressure, 4330 psi) upstream of the 2 inch production casing valve prior to starting their job.",3,Management Systems,6,high,3,"LSS Technicians were unaware of the hazard (extremely high gas pressure, 4330 psi) upstream of the 2 inch production casing valve, indicating the hazard was never identified to those performing the work."
MP-311-20230312-1630,2,Equipment Failure: Capacity exceeded. Tthe 1 inch SS production casing tubing line (rated for approximately 3100 psi) was overpressured by the 4330 psi flowing from the well into the production casing.,15,Management Systems,6,high,3,"The production casing tubing line rated for 3100 psi was not identified as inadequate for the 4330 psi flowing from the well, indicating a failure in hazard identification and risk assessment of system capacity limits."
MP-311-20230312-1630,3,Human Performance Error: Not aware of the hazards. Operators failed to monitor the casing pressure on the well.,3,Management Systems,6,high,3,"Operators were 'not aware of the hazards', indicating the hazard of casing pressure monitoring was never identified or communicated as a critical control to personnel"
MP-42-20250427-1520,2,"Management Systems: No or inadequate hazard analysis/written job procedures - Had a proper hazard analysis been performed, the corrosion on the base of the bottle may have been noticed prior to the explosion. Also, there was no maintenance/inspection program to require routine inspection of the nitrogen bottles being used offshore. After the inspection, Cantium later found out that the bottles were overdue for inspection.",8,Management Systems,6,high,3,No proper hazard analysis was performed to identify the corrosion hazard on the nitrogen bottle base that led to the explosion
SM-128-20240116-0252,2,"Work Environment: It was also determined that the vibration switch tripped but failed to initiate a shut down at the panel. Due to the freezing temperature at the time of the incident (17F), it is suspected that the condensation froze in the tubing between the switch and the panel which would have allowed the switch to trip but not allow the signal to the panel. Desiccant dryers forming in the tubing.",6,Equipment Failure,16,high,3,Safety critical device (vibration switch) failed to transmit shutdown signal due to frozen condensation in tubing; desiccant dryers were not maintained to prevent moisture accumulation in the signal line.
SM-130-20230204-1405,1,"Human Performance Error: Not following directions listed in the Hot Work Permit. The Hot Work Permit asked if, combustible and flammable materials have been removed or covered with fire-retardant blankets in good condition and sparks associated with grinding or welding have been evaluated and contained utilizing metal shields, flame resistant guards or shields. The answers are checked off yes. If adequate barriers would have been provided for the thief hatch and the sparks contained, the threat of a fire would have been mitigated to low or no risk.",3,Human Performance Error,17,high,3,"The Hot Work Permit existed with specific requirements for barriers and spark containment, but the permit holder failed to execute these controls by not providing adequate barriers for the thief hatch and not containing sparks, despite checking 'yes' on the permit."
SM-130-20230204-1405,2,"Human Performance Error: Not follow directions of the Lockout /Tagout Procedure. No blind skillets were installed and the inlet and outlet valves were not locked and tagged on the ABJ-310 Dry Oil Tank. The following itemized bullets include, but do not limit, additional contributing/causal factors of the incident:",3,Human Performance Error,17,high,3,"Lockout/Tagout procedure existed but was not executed; blind skillets were not installed and inlet/outlet valves were not locked and tagged, representing failure to follow established work control procedures."
SM-130-20221114-0840,1,Human Performance Error: Not following directions. The IE attempted to move the 85 pound flange plate without any assistance or without the use of mechanical advantage. The IE did not wait for the PES employee to return to assist.,3,Management Systems,17,high,3,"The IE did not follow the established work control requiring assistance or mechanical advantage for moving heavy objects, indicating a failure in work control and task risk management execution."
SM-130-20221114-0840,2,Human Performance Error: The IE failed to follow the Talos procedure which states the use of additional personnel and/or equipment when weights exceed 50 pounds and line- of-fire when moving equipment. This procedure was not listed on the Job Safety Analysis.,3,Management Systems,17,high,3,"The IE failed to follow the Talos procedure for weights exceeding 50 pounds and line-of-fire hazards, indicating a work control and task risk management failure where an established control was not executed."
SM-130-20240225-0930,4,Management Systems – Inadequate Job Safety & Environmental Analysis:,8,Management Systems,17,high,3,Inadequate Job Safety & Environmental Analysis is a failure of work control and task risk management to identify and mitigate hazards before work execution.
SM-160-20240921-1630,1,Human Performance Error: The CCS failed to recognize the potential hazard material.,3,Management Systems,6,high,3,"The CCS failed to recognize the potential hazard material, indicating a failure in hazard identification and risk assessment."
SP-27-20250718-0730,1,HUMAN ERROR: Inattention to task- The boat captain was not paying attention to the MV’s heading once he set course to the WD field and turned his attention to performing computer tasks,3,Work Environment,17,high,3,"The captain's inattention while performing computer tasks during navigation indicates inadequate work control and task management—specifically, failure to maintain focus on the critical navigation task, which should have been controlled through proper work procedures and task prioritization."
SP-27-20250718-0730,2,HUMAN ERROR: Not aware of hazards- The captain of the MV failed to identify the hazards of nearby structures before setting the MV’s course to his next location.,3,Management Systems,6,high,3,"The captain failed to identify hazards of nearby structures, indicating a breakdown in hazard identification and risk assessment before setting course."
SP-27-20250718-0730,3,HUMAN ERROR: Not following proper procedures- The MV captain did not use his electronic navigation chart system that has the structures clearly identified. This is a violation of the company safe navigation/voyage planning policy.,3,Management Systems,8,high,3,"The captain did not follow the company safe navigation/voyage planning policy, indicating that operating procedures existed but were not executed as required."
SP-27-20260330-0935,3,Human error: Not following company policies/procedures- Crane mechanic/inspector failed to cut and slip the fast line hoist wire rope dead end termination in wedge socket. This allowed weakened and corroded cables to remain in wedge socket during operations.,3,Human Performance Error,17,high,3,"Crane mechanic/inspector failed to execute an existing control procedure (cutting and slipping the fast line hoist wire rope dead end termination in wedge socket), which is a work control execution failure rather than a procedure design or hazard identification issue."
SP-27-20260330-0935,4,Work environment: Other weather influences- The saltwater and corrosive environment caused excessive corrosion on the fast line hoist wire rope termination.,6,Management Systems,15,high,3,"Saltwater and corrosive environment caused excessive corrosion on wire rope termination, indicating inadequate inspection and maintenance protocols for managing environmental degradation of safety-critical equipment."
SP-83-20230921-1505,1,Human Performance Error – Not aware of hazards: The pig launcher cap was not secured to prevent it from falling in the event of a manual handling mishap during re- installation.,3,Management Systems,6,high,3,"The hazard of the pig launcher cap falling during manual handling was not identified or controlled, indicating a failure in hazard identification and risk assessment"
SP-83-20230921-1505,2,Human Performance Error – Inattention to task: Personnel were collectively focused on the reinstallation of the pig launcher and did not thoroughly evaluate the severity of the risk involved.,3,Management Systems,6,high,3,Personnel 'did not thoroughly evaluate the severity of the risk involved' indicates the hazard and its risk were not properly identified or assessed before the task.
SP-83-20230921-1505,3,"Human Performance Error – Inattention to task: following the removal, and prior to re-installation, the sharp edges of the shaft of the pig launcher cap were not mitigated prior to performing the job, which would have shielded personnel from contact.",3,Management Systems,17,high,3,"Sharp edges were not mitigated prior to performing the job, indicating a work control and task risk management failure where hazard controls were not implemented before task execution."
SP-83-20230921-1505,4,Communication – Inadequate communication: Lack of verbal communication and preparedness between the three workers before two of the three released their grip/hold.,9,Communication,17,high,3,Lack of verbal communication and preparedness between workers during a coordinated task reflects inadequate work control and in-task coordination rather than external stakeholder communication.
SS-229-20260418-0640,2,"Human Performance Error- Not following directions of supervisor (or) proper procedures Crane operations continued after the initial abnormal descent of approximately one foot, despite clear indications of unsafe equipment behavior. Personnel failed to exercise Stop Work Authority (SWA) as required by company policy, and the crane was not removed from service prior to continuation of lifting operations. This failure to discontinue operations prevented reassessment of the lift and directly contributed to the subsequent uncontrolled descent, hard personnel.",3,Work Environment,17,high,3,"Personnel failed to exercise Stop Work Authority as required by company policy and did not discontinue operations despite clear indications of unsafe equipment behavior, representing a failure in work control and task risk management execution."
SS-80-20250307-0815,2,Human Performance Error- Personnel were not aware of the hazards of loose fittings and the resulting release of and accumulation of gas and the combined hazards associated with backfires.,3,Management Systems,6,high,3,"Personnel were not aware of the hazards of loose fittings and the resulting release of and accumulation of gas, indicating hazards were never identified or communicated to the workforce."
SS-80-20250307-0815,3,Management Systems: No/Inadequate hazard analysis- Personnel failed to identify the hazard associated with gas accumulation in an area where a likely gas engine backfire could occur.,8,Management Systems,6,high,3,"Personnel failed to identify the hazard associated with gas accumulation, which is a failure of hazard identification and risk assessment"
ST-229-20250509-0900,3,"Equipment Failure – Component failure (sheared dowel pin- anti-rotation/safeguard feature)- The excessive rotational force sheared the dowel designed to prevent sheave pin rotation. With the dowel compromised, the pin and spiral retainers rotated; friction unwound a retainer and dislodged from its groove, the pin backed out, leading to ejection of a sheave.",15,Equipment Failure,16,high,3,The dowel pin was a safety-critical device designed as an anti-rotation safeguard feature; its inadequate design or specification failed to withstand the excessive rotational forces encountered in service.
ST-229-20250509-0900,4,"Human Performance Error – Inattention to task / Not aware of hazards- Operators did not recognize or act upon potential audible, visual, or tactile distress indicators (e.g., block rocking, grinding/popping, reduced wire-rope tension) that should have triggered an immediate out-of-service action and inspection. Section 17 notes these indicators and the expectation to remove the crane from service if observed.",3,Human Performance Error,17,high,3,Operators failed to execute an existing control—the removal of crane from service upon observing distress indicators—which is a work control and task risk management responsibility.
ST-229-20250509-0900,6,"Management Systems: Inadequate documentation/procedural specificity- Prior to post- incident revisions, inspection/maintenance documentation did not explicitly require verification of internal lubrication flow paths or detailed retainer condition checks, which reduced the chance of discovering internal degradation short of disassembly.",8,Management Systems,15,high,3,inspection/maintenance documentation did not explicitly require verification of internal lubrication flow paths or detailed retainer condition checks
ST-229-20250509-0900,7,"Management Systems – Inadequate hazard analysis- Unsafe Work Practice increasing consequence severity- Maintaining the load block at approximately 65 ft over the MV during positioning increased potential consequences once failure occurred. Even though it did not cause the mechanical failure, the injury could have been prevented by an adequate hazard analysis that identified the hazard of the suspended load at height and mitigation of lowering the load to its safest and lowest point before swinging over the boat. This inadequacy led to an injury.",8,Management Systems,6,high,3,Inadequate hazard analysis that failed to identify the hazard of the suspended load at height and the need for mitigation by lowering the load before swinging over the boat
ST-23-20240129-1900,2,Equipment Failure- Flawed equipment design column instead of expanded metal.,15,Equipment Failure,2,high,3,Flawed equipment design using column instead of expanded metal indicates failure to identify and comply with appropriate design standards or industry standards for this equipment application.
VK-817-20250816-0530,1,Human Performance Error: International Navigational Rule #5 and #8. The captain failed to safely operate the M/V Dry Tortugus. He admitted to falling asleep at the controls while the vessel was on autopilot.,3,Management Systems,9,high,3,"Captain fell asleep at controls while vessel was on autopilot, indicating failure of process and operational status monitoring and the need for continuous watchkeeping oversight procedures."
VK-817-20250816-0530,2,Human Performance Error: Work-hour limitations exceeded. The captain’s excessive workload on the day prior to the incident may have contributed to his inability to stay awake and alert while at the helm.,3,Management Systems,1,high,3,Excessive work-hour limitations that compromised alertness reflect failure of leadership commitment to establish and enforce fatigue management controls and safe working hour policies.
VK-817-20250816-0530,3,"Equipment failure: At the time of the incident there was no Bridge Navigational Watch Alarm System installed on the M/V. There were no safety devices, monitors or alarms in use, either on the platform or the M/V, to detect the collision course of the vessel with the platform.",15,Equipment Failure,16,high,3,"No Bridge Navigational Watch Alarm System or safety devices/monitors/alarms were installed to detect collision course, representing a failure in management of safety critical devices."
VK-817-20250816-0530,4,"Supervision- Inadequate Training in Fatigue Management. The crew, including the Master, did not receive training on recognizing and managing fatigue as part of their safety protocols. The crew lacked the knowledge and tools necessary to identify and mitigate fatigue-related risks during operations.",17,Supervision,3,high,3,"The crew 'did not receive training on recognizing and managing fatigue' and 'lacked the knowledge and tools necessary', indicating a failure in employee competency assurance and training."
VK-817-20250816-0530,5,Supervision- Failure of Management to Implement fatigue Monitoring Systems.,17,Management Systems,1,high,3,Failure of Management to Implement fatigue Monitoring Systems reflects absent leadership commitment and responsibility for establishing systems to manage a known hazard.
VK-900-20230722-1300,1,Human Performance Error – Not aware of hazards: diesel transfer and extension cord out while they,3,Human Performance Error,6,high,3,"Personnel were 'not aware of hazards' associated with diesel transfer and extension cord placement, indicating a failure in hazard identification and risk assessment"
VK-900-20230722-1300,3,Management Systems – No or inadequate hazard analysis/written job procedure: Job Safety Analysis (JSA) for the transfer of diesel was not found.,8,Management Systems,6,high,3,"Job Safety Analysis (JSA) for the transfer of diesel was not found, indicating failure in hazard identification and risk assessment for the task"
VK-915-20250504-0445,1,"Human Performance Error: Inattention to the task. - Reports received indicate that the captain was not focused on captaining the vessel at the time of the incident. Instead, he was focusing on preparing paperwork for the upcoming “drift test.”",3,Management Systems,17,high,3,"Captain was not focused on captaining the vessel because he was preparing paperwork for an upcoming drift test, indicating inadequate work control and task prioritization management during critical operations."
VK-915-20250504-0445,3,"Human Performance Error – Rushing to get the job completed and trying to do to many tasks at once. - The captain should have assigned the task of performing paperwork for the upcoming drift test, or captaining the vessel to the 2nd Captain. Additionally, the 2nd captain should not have been allowed to leave the bridge, while the captain was multi-tasking, and not fully focused at the helm.",3,Supervision,1,high,3,"Leadership failed to assign tasks appropriately and ensure proper bridge staffing; the captain should have delegated paperwork or captaining duties, and the 2nd captain should not have been permitted to leave the bridge while the captain was multitasking and not fully focused at the helm."
VK-989-20241202-0830,3,Work environment: Poor layout or design of work area- Suspected repair being performed in an uncontrolled environment allowing for environmental condition to affect the repair that may have been performed.,6,Work Environment,17,high,3,Poor layout or design of work area during repair in an uncontrolled environment represents a failure of work control to establish and maintain adequate conditions for the task being performed.
VK-989-20260108-0845,1,Human Performance Error: Not following proper procedures- Danos crew members did not follow their company Work Safe Oath Element-Energy isolation which calls to verify energy isolation before work begins.,3,Human Performance Error,17,high,3,Crew members did not follow the work control procedure requiring verification of energy isolation before work begins.
VK-989-20260108-0845,3,Communication: Inadequate communication between the operator and contract personnel- The Talos electrician pointed out the wrong cable to be cut. Danos personnel never verified the energy isolation and never verified that the cable pointed out during the pre-job walkthrough was the correct cable to cut.,9,Management Systems,17,high,3,Work control failed because personnel 'never verified the energy isolation and never verified that the cable pointed out during the pre-job walkthrough was the correct cable to cut' - verification steps that should have been executed as part of task risk management were not performed.
VK-989-20260108-0845,5,"Communication: Inadequate job instructions provided- Danos failed to provide the crew with the proper training to perform the task. Due to the crew not being familiar with the task, training should have been provided",9,Management Systems,3,high,3,Crew not being familiar with the task and lacking proper training indicates failure in employee competency assurance; training should have been provided to ensure workforce competency for the specific task
VR-369-20240404-2230,1,Work Environment: Lockout/Tagout was not implemented to ensure positive valves thus preventing accidental release of pressure pressure from a valve cavity.,6,Work Environment,17,high,3,"Lockout/Tagout was not implemented to ensure positive valves, which is a work control measure that failed to be executed before work on the valve cavity."
VR-369-20240404-2230,4,"Human performance error: The IP was on duty for 15.5 hours, from approximately 10:30 PM.",3,Management Systems,9,high,3,"Extended duty period of 15.5 hours indicates failure in process and operational status monitoring, fatigue management, and shift handover controls that should prevent excessive work hours."
HI-A 379 B-20240221-1319,2,Human Performance Error – Not following proper procedures. Written procedures in submitted documents clearly states to remove hydrocarbons prior to hot work commencing.,3,Human Performance Error,17,high,3,"Written procedures existed stating to remove hydrocarbons prior to hot work, but were not followed; this is a failure in work control and permit-to-work execution rather than a procedure design deficiency."
GB-783-20260307-2200,1,Human Performance Error: Not aware of hazards. The IP climbed up onto the wireline ram preventor to unlatch the D-ring from crane hook without identifying associated hazards.,3,Management Systems,6,high,3,"The IP was 'not aware of hazards' associated with climbing onto the wireline ram preventor, indicating that hazards were never identified for this task."
GB-783-20260307-2200,2,"Management Systems: Inadequate hazard analysis. The JSEA was insufficient. Accu-Line’s JSEA required a designated signal man and to maintaining communications verbal or radio with the crane operator however, these measures were",8,Management Systems,6,high,3,"The JSEA was insufficient in its hazard analysis; it identified required controls (signal man, communications) but the analysis itself was inadequate, representing a failure in hazard identification and risk assessment."
WC-33-20230810-1735,1,Management Systems: The JSA did not address the possible hazards with adverse sea conditions with sea states at 5 to 7 feet (dynamic loading). The abrasive cutter hung up simultaneously to a wave surge introducing an undetermined amount of dynamic loading parting the two- foot single-leg sling.,8,Management Systems,6,high,3,"The JSA did not address the possible hazards with adverse sea conditions with sea states at 5 to 7 feet, indicating a failure to identify and assess this environmental hazard during the hazard identification process."
WC-33-20230810-1735,2,"Management Systems: The JSA did not have the maximum lift weight for retrieving the abrasive cutter 2.5 tons, which was the safe working limit of the wire rope slings.",8,Management Systems,17,high,3,"The JSA (Job Safety Analysis) did not include the maximum lift weight safe working limit, which is a control that should have been documented in the work control and task risk management process."
WD-152-20250827-1045,3,Management Systems: Inadequate training documentation- Third-party crane service company failed to incorporate removing the sheave pin in its “Crane Sheave-Sheave Bearing-Sheave Pin Inspection Report” and sheave inspection training.,8,Management Systems,18,high,3,"Third-party crane service company failed to incorporate removing the sheave pin in its inspection training and documentation, indicating inadequate contractor management and oversight of contractor competency and procedures."
WD-152-20250827-1045,4,Management Systems: Inadequate crane maintenance policy- Operator failed to include the removal of sheave pins as part of their Crane safe guidelines.,8,Management Systems,15,high,3,"Inadequate crane maintenance policy failed to include removal of sheave pins as part of safe guidelines, indicating deficient inspection and maintenance procedures."
WD-73-20230217-0430,2,Management Systems – Environmental Control Program: Pipeline riser was not coated with protective lining at the riser hanger.,8,Management Systems,15,high,3,"Pipeline riser was not coated with protective lining at the riser hanger, indicating a failure in inspection and maintenance to ensure protective measures were in place."
WR-425-20260411-0345,2,Communication - inadequate job instructions provided,9,Management Systems,8,high,3,"Inadequate job instructions provided indicates a failure in operating manuals and procedures, which should specify clear task requirements and execution steps."
MC-778-20220608-1310,2,"Equipment Failure: The leak was due to connector failure could have been caused by a design flaw, manufacturing defects.",15,Equipment Failure,16,high,3,"Connector failure caused by design flaw or manufacturing defects indicates inadequate management of safety critical devices, which should include design verification and supplier quality assurance."
BS-54-20191006-1700,1,"Human Performance Error – Inattention to Task: The Captain decided to approach the platform during rough seas on the upstream side of the platform and not on the downstream side, where if the engine were to kill, the seas would push the vessel away from the platform. The Captain’s decision to shift the gears from forward to reverse to prevent from colliding with the platform was an incorrect act. There is a 6 second delay when shifting from forward gear to neutral gear. When shifting from forward gear to reverse gear without allowing the 6 second delay, there is a safety feature that automatically shuts the engines down. When the engines shut down, the vessel allided with the platform.",3,Human Performance Error,8,high,3,"The Captain was unaware of or did not follow the critical 6-second delay requirement when shifting gears, and the safety feature that automatically shuts down engines when this procedure is not followed, indicating inadequate operating manuals and procedures or their communication to personnel."
MP-73-20220127-1625,1,Human Performance Error – Inattention to task: Earlier maintenance performed on the compressor failed to properly tighten the JIC fitting which caused it to back off over time.,3,Human Performance Error,15,high,3,"Earlier maintenance failed to properly tighten the JIC fitting, indicating inadequate execution of inspection and maintenance procedures that should have verified proper torque and fitting security."
WD-74-20220729-0900,2,Management Systems – Environmental control programs: Lessee failed to develop an environmental control program to combat the corrosion that led to the gas leak.,8,Management Systems,15,high,3,"Lessee failed to develop an environmental control program to combat the corrosion, which is a preventive maintenance and inspection discipline that should have identified and controlled the corrosion hazard before it led to gas leak."
WD-31-20221119-0430,1,Human Performance Error - Inattention to task/Fatigue: exact speed the vessel was Captain fell asleep at the helm.,3,Work Environment,9,high,3,"Captain fell asleep at the helm indicates fatigue due to inadequate monitoring of operational status and crew fitness during watch-keeping, a process monitoring and handover responsibility."
