incident,cause,text,xw_element,llm_cause_category,llm_psm_element,llm_confidence,llm_passes_agreed,llm_reason
WR-627-20070312-1103,2,back up. This reading was was determined that a total of 9 the water ( 57.5% oil content or exposure to three major hurricanes supply line connection to the slip the slip joint packing element The routing or plumbing of air supply hose to the slip joint packer connection point exposed the slip joint air supply line to damage when the number four drilling riser tensioner hose ruptured.,,Management Systems,6,high,3,"The routing or plumbing of air supply hose exposed the slip joint air supply line to damage from an adjacent hose rupture, indicating the hazard of proximity damage was not identified during design or risk assessment."
ST-21-20070314-0200,1,"The cause of the incident was a build up of gas under the set storm packer. During release/retrieval of this storm packer, rig personnel were not aware of this gas bubble that formed under the packer. If the Annular Blowout Preventers had been closed before the release (unseating) of the packer, the fluid would not have reached the rig floor, thus eliminating the incident. It was later revealed that a Halliburton tool man was not present during the unseating of the storm packer. If a Halliburton tool man had been present, this incident may not have occurred. Also the lack of a detailed procedure covering the have also been a major contributing factor in this",,Management Systems,8,high,3,lack of a detailed procedure covering the [unseating of the storm packer] was identified as a major contributing factor
EI-330-20070316-1345,1,The IP failed to connect his full body fall arrest harness to the inplace retractable life line as he worked in the immediate vicinity of an open hole in the deck grating.,,Human Performance Error,17,high,3,The IP failed to execute an existing control—connecting the fall arrest harness to the retractable life line—which is a work control that should have been enforced through permit to work and task risk management procedures.
EI-330-20070316-1345,2,"Devon failed to ensure that all personnel in the immediate vicinity of the four (4) feet by forty (40) feet opening were following the fall protection procedures outlined in Devon's Environmental, Health and Safety Handbook and Behavioral Job Safety Analysis (JSA)Worksheet. Devon's JSA documents state that fall protection equipment must be worn with a 100% tie off.",,Supervision,17,high,3,"Devon failed to ensure personnel were following fall protection procedures outlined in safety documents, indicating a work control and task supervision failure where an existing control was not executed."
GC-645-20070328-0515,1,The hose is believed to have been punctured from the outside during the fluid transfer operation.,,INSUFFICIENT,,low,3,"Statement describes what happened (hose punctured) but does not identify a management system failure; it is unclear whether the puncture resulted from inadequate work planning, missing hazard controls, inadequate procedures, or other preventive measures."
GC-645-20070328-0515,2,General hose deterioration/abrasion,,Equipment Failure,15,high,3,General hose deterioration/abrasion is a maintenance issue requiring inspection and preventive maintenance to detect and replace degraded equipment before failure.
MC-726-20070330-0650,1,"The driller did not verify the engagement of the high clutch prior to answering the phone. While his attention was momentarily diverted, he momentarily lost control of the traveling block.",,Human Performance Error,17,high,3,"The driller failed to execute an existing control procedure—verifying high clutch engagement—before performing a concurrent task, representing a work control execution failure rather than a hazard identification or procedure design gap."
MC-726-20070330-0650,2,Immediate Cause: Lack of Awareness/Attention - The high clutch was not engaged when the driller attempted to hoist the traveling block.,,Human Performance Error,17,high,3,The driller failed to execute an existing control procedure—engaging the high clutch before hoisting—which is a work control execution failure rather than a hazard identification or procedure design issue.
MC-726-20070330-0650,3,"Underlying Cause: Training - Directly after attempting to engage the high clutch, the driller answered the phone momentarily diverting his attention from the traveling blocks.",,Management Systems,3,high,3,Driller lacked training to maintain focus on critical task; attention diverted by phone call during high-risk operation indicates inadequate competency assurance and training in task criticality
ST-41-20070330-0900,1,"The sea conditions were rough and the boat captain should have cancelled the lift. Also, the diver should not have jumped on the basket. He should have allowed the cargo to be transported first or should have put the equipment in a cargo basket instead.",,Management Systems,17,high,3,The captain should have cancelled the lift and the diver should not have jumped on the basket—these are work control decisions and task risk management failures that should have been governed by permit-to-work and operational procedures.
ST-41-20070330-0900,2,The boat drifted away from the crane,,INSUFFICIENT,,low,3,Statement describes what happened (boat drifted) but does not explain why or what control failed; insufficient to determine root cause management system.
ST-41-20070330-0900,3,ACCIDENT: causing an unsafe angle to make the lift.,,INSUFFICIENT,,low,3,Statement describes the accident outcome ('unsafe angle to make the lift') rather than the underlying cause or management system failure; insufficient detail to determine which control was absent or failed.
ST-193-20070401-1645,1,"The blade of the saw got stuck causing the saw to jump. The IP moved his hand to try and get out of the way, but his hand was struck with",,INSUFFICIENT,,low,3,Statement is truncated mid-clause ('his hand was struck with') and describes the immediate accident sequence rather than a management system failure that would prevent recurrence.
ST-193-20070401-1645,2,None.,,INSUFFICIENT,,low,3,"The cause statement is empty ('None'), providing no substantive information to support classification against any PSM element."
MC-696-20070405-1800,1,Packer failure on the Slip Joint.,,INSUFFICIENT,,low,3,Statement merely names a failed component without explaining why it failed or what management system breakdown allowed the failure to occur or go undetected.
MC-696-20070405-1800,2,Slip Joint upper packer had a mechanical failure,,INSUFFICIENT,,low,3,"Statement merely names a failed component ('Slip Joint upper packer had a mechanical failure') without describing the underlying cause, management system failure, or context that would enable classification."
BA-20070417-0200,1,"The connection between the pin on the joint of drill pipe and the box of the top safety valve backed out during the make-up process, allowing partial separation of the connection. This probably occurred because the joint of drill pipe suspended in the elevators stopped rotating with the assembly.",,Work Environment,17,high,3,"The drill pipe joint 'stopped rotating with the assembly' during make-up, indicating a failure in work control and task execution where the proper procedure for connection assembly was not maintained."
BA-20070417-0200,2,"When utilizing the pipe spinner on the Irom RoughNeck, the driller and drill crew failed to notice that when making up the third and fourth valves and pump-in sub that the pipe was un-screwing from the upper valves. The jaws of the pipe spinner sit about five feet above the rig floor. Each valve is about three feet in length, so the spinnet jaws were around the first valve when making up the second, third, and fourth valves. When the jaws are around pipe, all of the valves get turned to the right or simply tightened. When the valves were in the jaws of the spinner, all below the valves are tightened, all above are loosened. It is possible that the valves were loosened on the third and fourth valves, since none of the valves were tightened to their",,Human Performance Error,6,high,3,"The driller and drill crew failed to notice that pipe was un-screwing from upper valves, indicating the hazard of mechanical loosening during spinner operation was not identified or understood in the work process"
GI-37-20070419-1045,1,"Improper lifting procedures. Possibly, he was not in good physical shape.",,Management Systems,3,high,3,"The statement indicates deficiency in 'Employee selection, placement and competency, and health assurance' through reference to improper lifting procedures and questionable physical fitness for the task."
GI-37-20070419-1045,2,Awkward position.,,INSUFFICIENT,,low,3,Statement is too vague and truncated to support confident classification; 'awkward position' alone does not explain what management system failure allowed this hazard to occur or persist.
SS-266-20070428-2030,1,"The probable causes of this incident were the partially plugged Flame Arrestor, and the suspected partially restricted Stack Arrestor. to determine if the Stack Arrestor was restricted, apart when the operator tried to disassemble it.",,Management Systems,15,high,3,Partially plugged and restricted arrestors indicate inadequate inspection and maintenance protocols failed to detect and prevent equipment degradation before operational use.
SS-266-20070428-2030,2,None,,INSUFFICIENT,,low,3,"The cause statement is empty or contains only the word 'None', providing no substantive information about any incident cause to classify."
MC-29-20070507-1930,1,Not aware that his hand was in danger. Not paying attention to what was going on in his work,,INSUFFICIENT,,low,3,"Statement describes immediate inattention and lack of awareness but does not identify which management system failure allowed this hazard to exist uncontrolled; insufficient to distinguish between hazard identification (6), work control (17), or supervision gaps."
HI-20070513-0630,1,"The configeration of the facility is: MCC and generator spaces; stacked on top of them are the platform offices, galley, TV room and several bed rooms; stacked on top of this more bedrooms and bath room. Carbon Monoxide gas entered the living quarters through the galley exhaust vent. The exhaust fan in the galley was turned off, but the metal flapper was missing from the exhaust duct.",,Equipment Failure,15,high,3,"The metal flapper was missing from the exhaust duct, a maintenance failure that allowed carbon monoxide to enter living quarters through an unprotected vent."
HI-20070513-0630,2,"With the prevaling winds calm, it is presumed that carbon monoxide gas and fumes from the gas generators migrated into the living quarters through the galley stove exhust vent(without a one way flow metal flapper and the exhaust fan turned off) and possibly sucked in due to air leaks from door seals and air conditioning fresh air intakes.",,Management Systems,6,high,3,"The hazard of carbon monoxide migration through exhaust vents into living quarters was not identified, as evidenced by the absence of a one-way flow metal flapper and the lack of controls over exhaust fan operation and door seal integrity."
ST-204-20070518-1715,1,"The crew rigged down the night before to move the equipment to another platform. The following morning, the decision was made for the equipment to stay at the platform. When the operator rigged up again, they forgot to secure the wireline unit with chains.",,Work Environment,17,high,3,The operator forgot to secure the wireline unit during rig-up after an unplanned change in plans; a work control procedure or checklist would have prevented this omission.
ST-204-20070518-1715,2,Wireline procedures were not followed by the crew.,,Management Systems,17,high,3,"Wireline procedures were not followed by the crew, indicating a failure in work control and execution of established task procedures."
GC-243-20070518-1455,1,The light fixture had a safety chain on one end but was not secured on the other end. The light not being properly secured allowed the light fixture to vibrate loose and swing downward.,,Management Systems,15,high,3,"The light fixture was not properly secured on both ends despite having a safety chain on one end, indicating a failure in inspection and maintenance to identify and correct the incomplete securing of equipment."
GC-243-20070518-1455,2,None,,INSUFFICIENT,,low,3,"The cause statement is empty or contains only the word 'None', providing no substantive information about any incident cause to classify."
SP-83-20070519-0045,1,Chain hook on air tugger releasing causing drill drive.,,Equipment Failure,16,high,3,"Chain hook on air tugger releasing is a failure of a safety-critical device that should have been subject to management controls including inspection, maintenance, and integrity assurance."
SP-83-20070519-0045,2,Slack in tugger line,,INSUFFICIENT,,low,3,"Statement names a failed condition ('slack in tugger line') but does not explain why it occurred or what management system failure allowed it, making root cause determination impossible."
SP-83-20070519-0045,3,Hook on tugger chain releasing,,INSUFFICIENT,,low,3,"Statement describes only what failed (hook releasing) without explaining why the failure occurred or what management system breakdown allowed it; insufficient causal depth to distinguish between equipment design/maintenance failure, inadequate inspection, or lack of hazard controls."
SP-83-20070519-0045,4,Drill pipe binding on finger board,,INSUFFICIENT,,low,3,"Statement describes only what failed (drill pipe binding) without explaining why the binding occurred or what management system breakdown allowed it. Insufficient causal depth to determine whether this was a design flaw, maintenance failure, operational error, or hazard not previously identified."
EW-947-20070520-0430,1,"Although it was not determined what caused the LSH on the glycol unit, platform start- up problems that could have contributed to the LSH included the glycol pump being shut down even though there was a continued influx of fluid to the glycol unit, overpressure in the system resulting in the glycol unit's high fluid level, or the glycol unit's media being cool during shut down then expanding subsequent to start up resulting in an increased flow and level. It was determined that the source of the fuel for the fire was a leaking Temperature Safety Element (TSE) on the glycol unit, and a pressure regulator located on the contactor.",,Management Systems,13,high,3,Platform start-up problems including glycol pump shutdown despite continued fluid influx and inadequate consideration of thermal expansion during restart indicate failures in operational readiness and process start-up procedures and planning.
EW-947-20070520-0430,2,None.,,INSUFFICIENT,,low,3,"The cause statement is empty ('None'), providing no substantive information to support classification against any PSM element."
VK-817-20070522-0930,1,Human Error: Employee did not follow the safety procedures of the Safety Pre-Job Meeting. Employee was working around a hole that was unprotected without fall protection.,3,Management Systems,17,high,3,"Employee did not follow the safety procedures of the Safety Pre-Job Meeting and was working around an unprotected hole without fall protection, indicating a work control and permit-to-work system failure to ensure prescribed controls were executed."
VK-817-20070522-0930,2,Not properly supervised. Not staying focused while working in,,Supervision,17,high,3,Lack of proper supervision while working indicates a failure in work control and task risk management to ensure workers remain focused and compliant during operations.
GC-743-20070531-1940,1,The drilling crew put the doughnut protector equipment into service conditions that it was not adequately designed.,,Management Systems,6,high,3,"The doughnut protector equipment was put into service conditions that it was not adequately designed for, indicating the hazard of operating equipment beyond its design envelope was never identified or assessed."
GC-743-20070531-1940,2,None,,INSUFFICIENT,,low,3,"The cause statement is empty or contains only the word 'None', providing no substantive information about any incident cause to classify."
MO-1002-20070605-1830,1,Inattention to duties being performed.,,INSUFFICIENT,,low,3,"Statement is a generic characterization of human inattention without describing what task, control, or system failure enabled or permitted the inattention to cause harm."
GC-680-20070611-0230,1,The cause of this incident was determined to be a caused by vibration over time.,,INSUFFICIENT,,low,3,"Statement identifies a physical phenomenon (vibration over time) but does not explain what management system failure allowed it to occur or persist; lacks sufficient detail to distinguish between inadequate inspection/maintenance protocols, design deficiency, or lack of condition monitoring."
GC-680-20070611-0230,2,The ball valve is oversized with respect to that are not physically achievable with this type,,INSUFFICIENT,,low,3,"Statement is truncated mid-clause ('with respect to that are not physically achievable') and does not clearly explain why an oversized valve was selected or installed, making it impossible to determine whether this reflects a design/specification failure, hazard identification gap, or work control deficiency."
871-20070613-1948,1,Took cap off of a hot radiator.,,INSUFFICIENT,,low,3,"Statement describes an action taken but provides no information about why the action occurred, what control should have prevented it, or what management system failure enabled it. Insufficient context to determine whether this reflects hazard identification, work control, procedure adequacy, competency, or supervision gaps."
SM-106-20070623-0730,1,Torch cutting operations were initiated above an that had not been rendered inert. The atmospheric wet-dry oil storage tank was not from falling onto and into the tank.,,INSUFFICIENT,,low,3,Statement is truncated mid-clause ('tank was not from falling onto') and does not clearly articulate the management system failure; the text breaks off before explaining what control was missing or failed.
SM-106-20070623-0730,2,"atmospheric wet-dry oil storage tank properly shielded to prevent hot slag Tetra personnel failed to fully assess the current hydrocarbon status of the atmospheric wet-dry oil storage tank prior to initiating torch cutting operations. The precautions taken (fire tarp placed under the cantilever deck and the shield of water) were inadequate to prevent hot cutting slag from falling to the second deck in the vacinity of and possibly into the atmospheric wet-oil storage tank. A failure of quality communications between the Tetra P&A crew and Mariner Energy, Inc. Management/Supervision. No Mariner Energy, Inc. Supervisory representative on board when hot work was initiated. Tetra crew initiated hot work operations with out a copy of Mariner Energy, Inc.'s ""General Welding, Burning and Hot Taping Practices and Procedures Plan"" on site.",,Management Systems,17,high,3,"Tetra crew initiated hot work operations without adequate assessment of hydrocarbon status and without a copy of the required hot work procedures plan on site, representing a failure to properly execute work control and permit-to-work requirements."
707-20070627-1800,1,Ensure master dump valve is closed and locked.,,INSUFFICIENT,,low,3,"Statement is an instruction or procedure directive, not a cause statement describing what failed or went wrong. It does not explain why an incident occurred."
707-20070627-1800,2,(1) Master dump valve not closed and locked. (2) Improper handover at tour change to relay,,Management Systems,9,high,3,"Improper handover at tour change to relay indicates failure in process and operational status monitoring and handover procedures, where the master dump valve status was not properly communicated or verified between shifts"
EI-158-20070705-2100,1,Gas sources that had been blocked and isolated from flow to the low pressure gas compressor 1st stage suction scrubber apparently leaked through the closed automatic shut down valve (SDV) and closed manual block valve to the 3rd stage cylinder and into the compressor building.,,Equipment Failure,16,high,3,"Automatic shut down valve (SDV) and manual block valve failed to maintain isolation as designed, allowing gas to leak through closed valves into the compressor building."
EI-158-20070705-2100,2,The source of ignition may have been the high surface temperature of the compressor exhaust manifold system. All electrical connections and junction boxes in the area of the compressor were inspected to verify that the integrity of the electrical system had not been compromised.,,Management Systems,6,high,3,"The high surface temperature of the compressor exhaust manifold as an ignition source was not identified as a hazard requiring control, indicating a failure in hazard identification and risk assessment."
MC-809-20070721-1100,1,Carelessness,,INSUFFICIENT,,low,3,"The statement 'Carelessness' is a label for human behaviour, not a description of a process-safety cause. It does not identify what control failed, what hazard was missed, or what management system breakdown occurred."
MC-809-20070721-1100,2,Not paying attention to what he was doing.,,INSUFFICIENT,,low,3,Statement is a characterization of momentary inattention without describing what control or system failure allowed this to occur or what task was involved; insufficient to determine which management system would prevent recurrence.
GC-743-20070731-1300,1,The leak resulted from the hydrate seal interferring with the metal to metal seal area causing the wash out area on the BOP connector during the high pressure setting of the 13-5/8 inch casing pack-off.,,Equipment Failure,6,high,3,The hydrate seal interference with the metal-to-metal seal was not identified as a hazard during the design or operational planning for the high pressure casing pack-off procedure.
GC-743-20070731-1300,2,Hydrate seal laid across the ring during initial BOP landing operation.,,INSUFFICIENT,,low,3,Statement describes what failed (hydrate seal position) during an operation but does not explain why the seal was laid across the ring or what management system breakdown allowed this to occur.
MP-61-20070801-1815,1,a. Platform was shut-in for extended period of time. b. Sump tank being flooded with iron sulfate particals contaminated with liquid hydrocarbons. c. Sump system water section agitation due to,,INSUFFICIENT,,low,3,"Statement is truncated mid-clause ('agitation due to') and describes what happened (sump flooding, contamination) rather than identifying which management system failure allowed it. The cause of the sump system problem is not explained."
MP-61-20070801-1815,2,a. Operators failed to take shake outs before b. Operators did not shut in the P/F or close discharge water had become questionable.,,INSUFFICIENT,,low,3,"Statement is truncated mid-clause ('before b. Operators did not shut in the P/F or close discharge water had become questionable') and lacks sufficient context to determine whether this represents a failure to execute an existing control (work control 17), inadequate procedures (element 8), or another system failure."
VK-786-20070807-1930,1,Driller's attention to the operation was interupted when the Assistant driller entered the driller shack to ask a question.,,Work Environment,17,high,3,Driller's attention was interrupted by an uncontrolled interruption during a critical operation; work control procedures should have prevented non-essential personnel from entering the driller shack during active drilling operations.
VK-786-20070807-1930,2,a. Improper communication with the floor hands was well clear of rotary table area. b. Unknown reasoning why the block slacked off stuck between the elevator and the top drive.,,Communication,17,high,3,Improper communication with floor hands regarding positioning relative to the rotary table represents a failure in work control and task coordination to ensure safe positioning during the operation.
VR-408-20070808-2118,1,"Pipeline pump packing nut backed off of packing, allowing oil to spray some 30 feet. During that process, oil contacted the hot exhaust system of the other pipeline pump causing it to ignite. ""Wrap around"" insulation blankets were being utilized on both of the gas driven pipeline pump engines, instead of a rigid/ sealed type insulation that provides a better form of protection.",,Management Systems,6,high,3,The inadequate insulation blankets instead of rigid/sealed type protection represents a failure to identify and assess the hazard of oil spray contacting hot exhaust systems and igniting.
VR-408-20070808-2118,2,"The hatch/ cover on the pipeline pump packing rod box was not secured with nuts and bolts as it was originally designed. This in turn allowed the velocity of the leak to push the hatch/ cover open and spray oil all over equipment and engines. If hatch/ cover would have been properly secured, the leak could have (should have) been contained in the packing box which drains directly to the skid.",,Equipment Failure,15,high,3,"The hatch/cover was not secured with nuts and bolts as originally designed, indicating a failure in inspection and maintenance to ensure equipment was maintained to its design specification."
ST-254-20070811-1820,1,"The probable cause of this event was a malfunctioning before and after the release, but failed to bleed off inspection on 13 August 2007.",,INSUFFICIENT,,low,3,"Statement is grammatically incomplete and truncated mid-clause ('malfunctioning before and after the release, but failed to bleed off inspection'), making it impossible to determine the actual cause or which management system failure to attribute."
ST-254-20070811-1820,2,The only contributing cause of this event was that,,INSUFFICIENT,,low,3,Statement is incomplete and truncated mid-clause; no substantive cause information provided to enable classification.
GC-743-20070815-1230,1,The main flow line to shaker house was inadvertantly and spill over the containment.,,INSUFFICIENT,,low,3,"Statement is truncated mid-clause ('spill over the containment') and lacks sufficient detail about the cause mechanism—whether this was a design deficiency, maintenance failure, operational error, or lack of procedural control."
GC-743-20070815-1230,2,"closed, causing fluid to back-up The valve on the overboard shunt line was opened three weeks previously and left in the open position from a previous operation. The valve was specified to be closed at the end of that respective operation but had been inadvertantly left open. This provided a path for fluid to flow out of containment to the overboard line.",,Management Systems,17,high,3,"The valve was 'specified to be closed at the end of that respective operation but had been inadvertantly left open', indicating a work control that existed but was not executed or verified upon completion of the previous operation."
WD-29-20070822-1500,1,Gas and air mixture in the crankcase of the # 1 compressor,,INSUFFICIENT,,low,3,"Statement describes what happened (gas and air mixture present) but does not explain why the hazard occurred or what management system failure allowed it. Does not indicate whether this was a design flaw, maintenance failure, operational error, or unidentified hazard."
WD-29-20070822-1500,2,Source of ignition coming from the backfire of the engine on the # 1 compressor,,Equipment Failure,15,high,3,"Engine backfire indicates inadequate inspection and maintenance of the compressor engine, which failed to prevent or detect the condition causing ignition."
WD-29-20070822-1500,3,Engine was shut down for three hours,,INSUFFICIENT,,low,3,"Statement is purely descriptive of an event (engine shutdown duration) with no indication of cause, failure mechanism, or management system breakdown."
WD-29-20070822-1500,4,Leaking packing on the # 1 compressor piston rod allowing gas to enter the crankcase,,Equipment Failure,15,high,3,Leaking packing on the compressor piston rod is a maintenance and inspection issue; the failed seal should have been detected and replaced through inspection and maintenance protocols.
WD-29-20070822-1500,5,Possible fuel mixture was to rich causing the # 1 compressor engine to backfire,,Equipment Failure,15,high,3,Fuel mixture being 'too rich' indicates an inspection and maintenance issue where the engine's fuel system was not properly maintained or inspected to prevent this operating condition.
WD-29-20070822-1500,6,The backfire passed through the power piston rings into the crankcase. This ignited the gas and air mixture in the # 1 compressor engine crankcase which caused the explosion,,Equipment Failure,15,high,3,"Backfire passed through piston rings into crankcase, indicating inadequate inspection and maintenance of engine sealing components that should have prevented gas mixture accumulation in the crankcase"
WD-29-20070822-1500,7,The wall and window in the compressor building redirected the hot oil onto the operators.,,Management Systems,6,high,3,"The building design's thermal hazard (wall and window redirecting hot oil) was not identified as a risk to operators, representing a failure in hazard identification and risk assessment."
WD-29-20070822-1500,8,"Compressor # 1 was shut-in for 3 hours and due to a failed pneumatic relay, the suction SDV was still open and the BDV was still closed. This went undetected until the operator tried to start the compressor back up.",,Equipment Failure,16,high,3,"A failed pneumatic relay prevented the suction SDV from closing and BDV from opening as designed, and this safety critical device failure went undetected until restart attempt."
WD-29-20070822-1500,9,Crankcase access doors were made of cast iron and had a non-flame arrestor type relief area of only 25.25 square inches per panel. This was identified in a Safety Alert (Service News Bulletin 810) provided by Cooper Bessemer (issued in 1988 and then re-issued in September 1995) as a potential hazard.,,Management Systems,12,high,3,A known hazard identified in a 1988 Safety Alert was not addressed through management of change; the inadequate crankcase doors with insufficient relief area remained in service despite the manufacturer's warning.
SP-57-20070823-1510,1,Inattention to what he was doing.,,INSUFFICIENT,,low,3,"Statement is a bare characterization of mental state ('inattention') without describing what task, control, or system failure enabled or failed to prevent the inattention; insufficient to identify which management system would prevent recurrence."
SP-57-20070823-1510,2,Boards possibly should not have been there.,,INSUFFICIENT,,low,3,"Statement is speculative and vague ('possibly should not have been there') without describing what boards are, where they were, why their presence was hazardous, or what management system failure allowed them to be positioned unsafely."
VR-167-20070828-1430,1,"Corroded two inch fill-up line, routed through rig pre-load tank developed a leak and allowed the transfered fluid to migrate from the pre-load tank and out the open ended valve on the pre-load tank.",,Equipment Failure,15,high,3,"Corroded two inch fill-up line developed a leak, indicating inadequate inspection and maintenance of process equipment."
VR-167-20070828-1430,2,Lack of diligence with regards to checking all equipment for pollution prevention measures before starting the transfer of diesel based,,Work Environment,17,high,3,Lack of diligence in checking equipment before starting transfer indicates a work control failure where a required pre-task verification procedure was not executed.
VR-167-20070828-1430,3,Lack of preventive maintenance (Corrosion),,Management Systems,15,high,3,Lack of preventive maintenance directly indicates a failure in the inspection and maintenance management system that should have identified and addressed corrosion before equipment failure occurred.
VR-167-20070828-1430,4,Pre-load tank dump valve partially open,,INSUFFICIENT,,low,3,"Statement describes a failed equipment state ('partially open') but does not explain why the valve was in that condition—whether due to lack of inspection, inadequate maintenance, failure to execute a control, design deficiency, or other root cause."
EC-109-20070830-1400,1,Sand in vessels caused carryover of condensate,,Equipment Failure,15,high,3,Sand accumulation in vessels causing operational failure indicates inadequate inspection and maintenance to prevent contamination and carryover.
EC-109-20070830-1400,2,Operation not monitored allowing Condensate to,,Supervision,9,high,3,Operation not monitored allowing Condensate to [escape/accumulate] - failure of process and operational status monitoring
VR-167-20070907-0615,1,Cement sheath failure allowing gas to vent to,,INSUFFICIENT,,low,3,Statement describes a failed outcome (cement sheath failure) but does not explain why the failure occurred or which management system failed to prevent it. Root cause is not identified.
VR-167-20070907-0615,2,Possible contamination of the cement slurry the surface. during primary cementing operations.,,INSUFFICIENT,,low,3,"Statement is truncated mid-clause ('the surface. during') and does not explain how contamination occurred or what control failure allowed it, making it impossible to determine whether this reflects hazard identification, work control, maintenance, or another system failure."
VR-167-20070907-0615,3,Possible formation of a channel in the cement sheath caused by gas migration from the shallow gas sand below the drive pipe.,,Management Systems,6,high,3,The statement describes a hazard (gas migration from shallow gas sand causing cement sheath channeling) that was not identified or adequately assessed prior to the incident.
VR-167-20070907-0615,4,Possible propagation of the channel caused by thermal expansion of the cement sheath due to the high temperature of the circulating drilling fluids.,,Management Systems,6,high,3,"The statement describes a thermal expansion hazard of the cement sheath that was not identified or controlled, indicating a failure in hazard identification and risk assessment to recognize the interaction between high-temperature drilling fluids and cement sheath thermal properties."
VR-167-20070907-0615,5,Possible propagation of the channel caused by mechanical vibration.,,INSUFFICIENT,,low,3,"Statement describes a physical failure mechanism ('propagation of the channel caused by mechanical vibration') without identifying which management system failure allowed it to occur or recur. Does not indicate whether this was an unidentified hazard, inadequate maintenance, design deficiency, or operational control failure."
EI-175-20070907-1630,1,Uncontrolled hydrocarbons that were released through the open-ended flowline of Well F-7 came in contact with the welder's cutting torch.,,Management Systems,17,high,3,The open-ended flowline created an uncontrolled hydrocarbon release hazard that should have been managed through work control procedures; the welder's hot work permit system failed to prevent contact between the ignition source and released hydrocarbons.
EI-175-20070907-1630,2,The open-ended flowline for Well F-7 was not properly isolated or blind flanged from the process header and pressure relief vent piping.,,Management Systems,17,high,3,"The flowline was not properly isolated or blind flanged, indicating a work control failure where required isolation procedures were not executed before the task."
EI-175-20070907-1630,3,The flowline piping from Well F-7 to the process header was not isolated at the header to prevent liquid hydrocarbons and gas from migrating through the header to the open-ended flowline of Well F-7.,,Management Systems,17,high,3,"The flowline piping was not isolated at the header, indicating a work control failure where a required isolation procedure or permit-to-work control was not executed to prevent hydrocarbon migration."
EI-175-20070907-1630,4,One (1) inch manual block valves on the common pressure relief system to the vent scrubber were open for both Well F-9 and F-7.,,INSUFFICIENT,,low,3,"Statement describes a state (valves were open) but does not explain why they were open or what control failure allowed this condition. Without understanding whether this was a failure to execute an existing procedure, inadequate maintenance, lack of procedural control, or another root cause, the appropriate PSM element cannot be determined."
EI-175-20070907-1630,5,The leaking manual wing valve on Well F-9 subjected the 1440 psi working pressure flowlines of Well F-9 and F-7 to the 2400 psi shut-in tubing pressure of Well F-9.,,Equipment Failure,15,high,3,The leaking manual wing valve represents a maintenance and inspection failure; the valve should have been identified as defective and repaired before it could subject adjacent flowlines to excessive pressure.
SS-92-20070917-0845,1,"The injured party fell in an open, non-barricaded manway while walking across the deck on a supply boat.",,Work Environment,6,high,3,"The manway was open and non-barricaded, representing an uncontrolled hazard that should have been identified and assessed through hazard identification and risk assessment processes."
SS-92-20070917-0845,2,N/A,,INSUFFICIENT,,low,3,Statement is 'N/A' with no substantive content to evaluate against PSM framework
GC-949-20070920-1000,1,The riser is designed to have two seals for each connection. There is an o-ring seal and a flat seal. The flat seal was found to be missing when the riser was pulled to surface and inspected.,,Equipment Failure,15,high,3,"The flat seal was missing from the riser connection, a failure that should have been detected through inspection and maintenance procedures before the equipment was put into service."
GC-949-20070920-1000,2,Inclement weather may have caused movement of the riser such that the one seal in the connection could not prevent the mud from discharging into the water.,,Work Environment,6,high,3,"Inclement weather caused movement of the riser, a hazard that should have been identified and assessed in the risk assessment process to determine adequate controls for weather-induced equipment movement."
MC-807-20070923-1923,1,Human Error: Placing hand near striking point.,3,INSUFFICIENT,,low,3,"Statement describes the unsafe act itself ('placing hand near striking point') rather than the underlying management system failure that permitted it; does not indicate whether hazard was unidentified, control was absent, or control was not executed."
GI-78-20070926-1925,1,Human Error: Inattention to the job being performed.,3,INSUFFICIENT,,low,3,"Statement is a generic label ('Inattention to the job') without substantive detail about what task, control, or system failure allowed inattention to cause harm; insufficient to determine which management system would prevent recurrence."
GI-78-20070926-1925,2,Human Error: Lack of communication between mechanic and,3,INSUFFICIENT,,low,3,"Statement is truncated mid-clause and lacks substantive detail about what communication failed, between whom, in what context, or what the consequence was."
WR-29-20070930-1145,1,The driller proceeded ahead in the job procedure by prematurely disabling the Crown Motion Compensator because he was trying to speed up the process for crew change.,,Human Performance Error,17,high,3,"The driller 'proceeded ahead in the job procedure by prematurely disabling' a safety-critical control, indicating a work control and permit-to-work system failure where an authorized step was executed out of sequence and against procedure."
WR-29-20070930-1145,2,The procedure did not have detailed cautious of and look out for.,,Management Systems,8,high,3,"The procedure did not have detailed cautions and look out for, indicating inadequate operating manuals and procedures."
MP-30-20071001-1205,1,Human Error: The pilot should have had the boat under control of the jack up barge.,3,INSUFFICIENT,,low,3,Statement is conclusory and does not explain what control failed or what hazard was not managed; 'should have had under control' is vague and does not substantiate a specific PSM system failure.
MP-30-20071001-1205,2,Human Error: The employee should not have been standing near lifted from the boat.,3,INSUFFICIENT,,low,3,"Statement is truncated mid-clause ('lifted from the boat') and does not provide sufficient context to determine whether this reflects a hazard identification gap, inadequate work control procedures, or supervision failure."
MP-30-20071001-1205,3,Workboat not under control. tear of a major tendon in his possibly as early 10-3-07. He is so it would not have hit the leg the load that was about to be,,INSUFFICIENT,,low,3,"Statement is truncated and incoherent mid-clause ('tear of a major tendon in his possibly as early 10-3-07. He is so it would not have hit the leg'), making it impossible to determine the actual cause or which management system failure is being described."
